payment_id,account_id,recipient,amount,payment_date,payment_method
50352,8318,Fleming Group,72704.0,2019-01-28,Bank Transfer
50354,26578,Nelson-Butler,727202512.0,2005-09-20,Cryptocurrency
50359,43900,Hendrix Group,6403144.0,1971-07-10,Check
50363,24093,Carroll-Williams,659.0,2001-07-12,Credit Card
50367,51178,Shields-Perez,1640529.0,2013-05-24,Cash
50374,40691,Kelly Group,73428.0,1981-09-07,E-wallet
50375,18881,"Griffith, Moore and Vargas",93.0,1995-05-06,Bank Transfer
50379,59154,Frank-Hunt,8606940.0,1984-11-24,Debit Card
50382,25441,Mitchell LLC,64.0,1999-10-21,Cryptocurrency
50384,53631,Robertson PLC,55920.0,2020-12-06,Check
50386,12557,"Lee, Maynard and Johnson",224889.0,1993-10-25,Debit Card
50392,58495,Mejia-Gilbert,4172.0,1975-12-17,E-wallet
50395,597,Powell-Bright,27708697.0,2019-07-16,Debit Card
50396,15218,"Parker, Vincent and Johnson",370061.0,2003-09-21,E-wallet
50397,9507,Hernandez-Evans,69341877.0,2004-07-07,Credit Card
50398,20468,"Ortiz, Brown and Rivera",8370888.0,1981-08-26,Cash
50400,40409,Miller Inc,965583268.0,1972-02-06,Check
50401,53084,"Smith, Williams and Brown",406069457.0,1982-05-30,Bank Transfer
50403,62623,"Hayes, Bryant and Carter",11727153.0,1971-09-15,Check
50405,29712,"Jackson, Nixon and Owen",5306842.0,2016-04-12,E-wallet
50407,26546,Ayala-Lewis,95613.0,1989-02-13,Prepaid Card
50408,27438,"Ware, Horton and Scott",255831.0,1977-09-25,Check
50409,23337,Lyons-Griffin,76.0,1988-08-21,Credit Card
50410,5644,Alvarez-Shaw,15.0,2009-07-13,Check
50413,20075,Harris Group,49217011.0,2006-05-18,Cryptocurrency
50417,5258,Bradford-Thompson,320.0,2006-10-11,Debit Card
50419,11164,Roberts-Owens,9818.0,1978-04-29,Contactless Card
50420,52665,Martin-Hawkins,1013.0,2021-12-05,Mobile Payment
50422,56308,Brock LLC,836298.0,2006-05-28,Bank Transfer
50426,13125,"Campbell, Allen and Wells",830.0,2016-12-01,E-wallet
50433,53698,Quinn-Garcia,500.0,1994-09-06,Debit Card
50434,24162,"Cabrera, Shelton and Thomas",8.0,1974-01-25,Bank Transfer
50435,13257,"Smith, Garrett and Shea",245.0,2022-07-04,Mobile Payment
50438,33415,Liu-Brown,59169587.0,1993-10-17,Bank Transfer
50440,11913,Perkins PLC,1706.0,2003-09-19,E-wallet
50444,11933,"White, Robinson and Martinez",9559697.0,1991-11-05,Contactless Card
50450,48334,"Henry, Rivera and Mcbride",146.0,1988-01-07,Prepaid Card
50452,57454,Schroeder-Wright,98171549.0,2000-11-03,Prepaid Card
50453,32587,Howard Group,15084.0,2018-10-04,Prepaid Card
50454,12511,Phillips-Rose,219387699.0,1987-12-17,Prepaid Card
50460,43766,"Atkins, Chavez and Miller",7476505.0,2019-11-17,Check
50461,40205,Rasmussen LLC,6.0,1991-02-15,Debit Card
50462,48563,Peck-Valdez,30.0,1972-03-31,Contactless Card
50463,26318,Reyes-Stark,599933.0,1993-05-03,Check
50470,58209,Hernandez LLC,0.0,2005-02-24,Check
50473,62431,Jackson-Bell,9.0,2015-11-17,Cryptocurrency
50476,6778,Moore Group,8.0,1996-02-25,Cryptocurrency
50479,22221,"Wright, Torres and Phillips",347.0,2007-07-27,Cash
50491,9529,"Shelton, Hardin and Moore",1.0,1980-12-20,Bank Transfer
50494,46628,"Thompson, Nguyen and Juarez",9.0,1976-10-26,Bank Transfer
50498,40326,Williams-Burns,7.0,2006-10-12,Check
50499,43548,Cruz Ltd,48.0,1982-06-15,Mobile Payment
50500,824,Figueroa-Powell,79.0,1998-03-09,Check
50504,17616,Sharp-Palmer,7097.0,1984-04-17,Debit Card
50508,8443,Byrd Group,5968.0,1987-09-30,Mobile Payment
50509,2861,"Jones, Johnson and Bailey",89277.0,2016-08-10,Cash
50511,16054,Chavez-Davis,3581323.0,1994-08-07,Cash
50514,17080,"White, Small and Rodriguez",1.0,1994-12-11,E-wallet
50515,65126,Larsen Inc,1.0,1991-07-06,Cash
50518,19381,"Kirby, Wheeler and Stewart",32574243.0,2013-04-12,Prepaid Card
50521,39166,"Nichols, Sanders and Johnson",4.0,1974-11-26,Bank Transfer
50528,40729,Griffin Inc,7138.0,2021-12-03,Debit Card
50532,40262,Jones Ltd,136.0,1987-07-08,E-wallet
50533,37256,Lozano Ltd,1244018.0,1980-01-13,Cryptocurrency
50538,44372,Liu and Sons,5026043.0,2006-03-17,Credit Card
50539,15637,"Hall, Hodge and Jones",454546.0,1972-07-23,Cash
50543,42784,Jones-Sharp,59025.0,1975-10-07,Cash
50545,13541,Cooper-Rodriguez,866221475.0,2007-04-05,Debit Card
50553,2265,"Smith, Aguilar and Lara",84857.0,2016-11-22,E-wallet
50554,50189,"Mckee, Pugh and Wallace",2147075.0,2009-10-20,Credit Card
50559,37261,"Jones, Anderson and Hale",73311.0,1989-02-27,Contactless Card
50561,37199,Richards-Lawson,307928917.0,2014-05-04,Debit Card
50565,56262,Green-Rogers,4.0,1987-03-28,Cash
50570,19068,"Fleming, Moody and Pruitt",446.0,1981-11-28,Bank Transfer
50575,38494,Sandoval Inc,464346.0,1974-07-27,Cryptocurrency
50576,9095,Curry-Carson,163.0,2021-09-05,Debit Card
50581,2542,Flores-Adkins,9763181.0,2011-07-06,Contactless Card
50584,40818,Rose Group,5.0,1980-10-08,Debit Card
50587,60729,Hess Ltd,471.0,1996-11-26,Contactless Card
50590,216,Maldonado-Hunter,58.0,1971-12-07,Cash
50591,2664,Hart-Williams,162943.0,2015-01-03,Prepaid Card
50595,9552,Porter and Sons,811.0,2020-08-06,Cash
50596,58980,"Murphy, Callahan and Johnson",90.0,1998-07-15,Check
50601,2715,Reyes PLC,964789713.0,2021-06-18,Prepaid Card
50603,15323,"Fuentes, Carter and Rodgers",6052.0,2005-05-11,Cash
50604,21307,Shah-Foster,58.0,1987-04-23,Prepaid Card
50608,63773,Sanchez and Sons,2.0,1986-01-22,Credit Card
50609,33479,"Anderson, Bell and Stanley",2769654.0,2012-03-29,Mobile Payment
50611,45856,May LLC,94258.0,2005-10-07,Prepaid Card
50612,57502,Williams Ltd,29.0,1994-12-16,E-wallet
50613,34934,"Yates, Brown and Gonzales",5271.0,2003-05-03,E-wallet
50615,65160,Rodriguez Group,228.0,2021-10-09,Mobile Payment
50619,20119,"Smith, Stanley and Bridges",984.0,1978-09-15,Debit Card
50627,20600,Smith-Terry,59316.0,2015-10-16,Mobile Payment
50630,18065,"Greene, Johnson and Juarez",31.0,2002-05-30,Check
50636,38593,Andrews Ltd,22658.0,1983-12-14,Prepaid Card
50640,61435,Chapman-Meyers,667.0,1982-01-08,Cryptocurrency
50644,17738,Henry-Lester,2.0,1978-09-02,Cryptocurrency
50647,13333,"Barry, Howard and Garcia",120598850.0,1977-02-04,Check
50649,61534,"Johnson, Washington and Velazquez",19199.0,1989-07-01,Bank Transfer
50650,29565,"Banks, Wilson and Gross",5815.0,2009-08-19,Cryptocurrency
50652,829,"Harris, Haley and Jacobs",2272.0,2023-07-30,Bank Transfer
50656,36665,White and Sons,58566542.0,1975-11-26,Cryptocurrency
50657,52311,Clark PLC,6846828.0,1973-08-10,Prepaid Card
50658,51129,King Ltd,477.0,2011-01-11,E-wallet
50660,3247,Mathis-Vazquez,744214.0,1988-02-26,Mobile Payment
50661,53673,Romero-Ramirez,72138.0,1995-08-24,Check
50662,49018,Novak-Gonzalez,93600.0,1973-01-19,E-wallet
50666,63913,Hicks Inc,37370.0,2020-06-08,Check
50671,39103,Joyce and Sons,11.0,1977-09-10,Bank Transfer
50672,53027,Greer-Willis,884262244.0,1999-03-05,Debit Card
50675,52067,Shaw Inc,71175492.0,1981-09-29,Credit Card
50680,60615,Anderson-Brown,3116285.0,1977-02-07,Check
50682,12858,Mcmillan PLC,52.0,1998-04-17,E-wallet
50686,12203,Burton-Jordan,4289928.0,2017-11-16,Bank Transfer
50687,19136,Anderson and Sons,7.0,1983-12-11,E-wallet
50689,43439,"Davis, Cole and Harrison",5413279.0,2006-02-05,Contactless Card
50691,45751,"Martin, Sherman and Riggs",564848.0,2002-05-13,Mobile Payment
50695,39576,Compton and Sons,939465766.0,1986-11-11,Prepaid Card
50698,25541,Johnson Inc,233118.0,1977-11-02,Contactless Card
50701,1514,"Adams, Holloway and Elliott",72597204.0,2010-04-30,Mobile Payment
50703,18024,"Lozano, Harper and Thomas",710.0,1990-11-23,Debit Card
50709,44168,Padilla PLC,0.0,1982-07-17,Cash
50710,60325,Myers-Wright,525442819.0,2001-02-07,Prepaid Card
50718,9198,Lopez Ltd,601022880.0,2018-06-19,Cryptocurrency
50726,40486,Montoya PLC,39.0,1983-12-12,Check
50731,5559,"Smith, Patel and Jenkins",5957047.0,1975-12-27,Debit Card
50734,15028,"Benson, Bowen and Hammond",87377.0,1972-12-31,Contactless Card
50737,26974,Hunter Inc,311.0,2002-04-30,Contactless Card
50743,5017,"Jenkins, Figueroa and Benson",25177.0,1993-12-29,Check
50746,41329,"Ellis, Murray and Mcdonald",12185641.0,2006-10-02,Contactless Card
50747,46887,"Kramer, Schmidt and Chavez",724959.0,1980-07-30,Credit Card
50749,29177,Robinson-Olsen,813.0,1975-08-03,Check
50751,37681,Cooper and Sons,220129751.0,1990-12-06,Prepaid Card
50754,6199,Luna-Prince,94490.0,1974-02-06,Check
50758,56345,Rodriguez-Christensen,56.0,2007-02-13,Contactless Card
50759,33955,Brennan LLC,2923.0,1979-07-31,Cryptocurrency
50761,61390,"Ramos, Harris and Jones",80129908.0,1989-10-13,Check
50763,33586,Franco-Berger,837021349.0,1983-05-31,Mobile Payment
50764,2777,Gardner-Rose,5.0,1979-08-04,Contactless Card
50770,14960,Kim-King,1868719.0,1995-07-19,Cash
50779,57290,"Durham, Sanchez and Garcia",487222.0,2011-06-20,Debit Card
50784,60884,Shaw-Ross,27106.0,2015-04-25,Cash
50785,8138,Hamilton-Dennis,233.0,1975-04-18,Check
50787,29506,Yu Group,2.0,1979-09-03,Cryptocurrency
50789,6277,"King, Whitaker and Holt",7.0,2020-10-28,E-wallet
50790,48992,Garcia Inc,460445.0,1977-07-10,E-wallet
50791,16677,Chapman-Ryan,64596.0,2011-12-23,Mobile Payment
50792,24777,Simon-Garcia,5.0,2023-05-09,Bank Transfer
50793,4487,Carter and Sons,7120258.0,1977-12-24,Credit Card
50795,63711,Chen Group,716386452.0,2002-06-05,E-wallet
50796,35469,Martinez-Boyer,3.0,2010-02-03,E-wallet
50801,38119,"Black, Humphrey and Hoffman",3510533.0,1994-06-20,Debit Card
50803,60937,Austin LLC,6540.0,2015-09-27,Debit Card
50804,43705,Morrison and Sons,531518848.0,1973-02-04,Prepaid Card
50806,32967,Schneider Ltd,925.0,1973-07-02,Contactless Card
50807,53656,"Shah, Hancock and Davis",6522.0,1980-02-01,E-wallet
50809,61907,"Whitaker, Vincent and Cabrera",68.0,1978-07-17,Cryptocurrency
50811,2785,Rios Group,947761210.0,2014-07-26,Debit Card
50815,62302,Moore-Bush,310168.0,2001-03-08,Cryptocurrency
50816,6654,Leonard LLC,58083525.0,2002-02-09,Prepaid Card
50817,55314,Davis Inc,4658.0,2019-03-01,Debit Card
50818,31987,Johnson-Hernandez,0.0,1984-03-22,Bank Transfer
50821,57851,"Davis, Cruz and Davis",38.0,1995-09-08,Debit Card
50826,50257,Soto-Miller,845492890.0,2022-09-01,Mobile Payment
50827,1218,Wright Inc,43361.0,1976-01-12,Check
50830,12692,Richmond-Taylor,98251612.0,2005-01-11,Bank Transfer
50832,47702,Johnson LLC,308.0,1992-02-01,E-wallet
50833,7556,"Dalton, Smith and Miles",5.0,2010-02-09,E-wallet
50842,32244,Garcia Ltd,52.0,1993-04-06,Mobile Payment
50845,41826,Jones Ltd,42806949.0,1979-06-18,Cryptocurrency
50847,9985,Welch-Mann,6.0,2000-04-19,Cash
50849,40520,Crosby-Fuentes,75637.0,1984-09-30,Check
50853,25724,Rodriguez-Howard,78.0,2016-01-03,Mobile Payment
50856,14329,Taylor-Avery,804910245.0,2004-12-12,Mobile Payment
50859,34810,Jones-Brandt,2435.0,2021-06-09,Prepaid Card
50860,34658,Brooks-Crawford,946069.0,1976-02-05,Prepaid Card
50868,64860,Chambers LLC,579589815.0,2023-02-17,Debit Card
50872,989,"Kane, King and Morris",697.0,1979-10-31,Prepaid Card
50875,13769,Vega PLC,86144922.0,2005-02-12,Check
50876,50327,"Daniel, Young and Castillo",1.0,1992-07-20,Cryptocurrency
50878,40631,"Hutchinson, Coffey and Moran",302456.0,2018-07-11,Debit Card
50879,51029,Bruce-Lee,9541.0,1974-04-25,Bank Transfer
50881,29148,Andrade-White,20101940.0,2006-11-18,Contactless Card
50886,36230,Mccarty Ltd,3056863.0,1983-07-09,Credit Card
50888,4698,"Harrington, Silva and Kelly",74.0,1989-03-27,E-wallet
50891,17734,Villarreal-Gomez,3678753.0,1975-09-08,Bank Transfer
50893,13681,Mcgee Group,221005909.0,1988-05-28,Cash
50894,44588,Ashley-Vazquez,22627679.0,1985-12-14,Cryptocurrency
50899,29489,"Herrera, Lucas and Meyers",8.0,1977-03-01,E-wallet
50900,39790,"Harris, Cabrera and Roberts",71147077.0,2008-01-27,Credit Card
50901,15039,Wells LLC,386376469.0,2000-01-27,Prepaid Card
50907,59471,Rodriguez PLC,83774.0,1985-12-03,Mobile Payment
50911,19258,Weaver Inc,1.0,2018-02-08,Mobile Payment
50917,27722,"Arias, Chen and Zimmerman",960128.0,1995-10-14,Cryptocurrency
50919,40555,"Evans, Matthews and Lee",9953.0,2009-07-27,Cash
50921,18906,"Curtis, Stewart and Johnson",98.0,2018-05-17,Contactless Card
50922,58910,"Allison, Wilson and Rogers",992271.0,1987-03-12,Cash
50924,63334,"Burns, Watson and Evans",4552.0,1970-10-05,Prepaid Card
50927,40393,Pennington and Sons,6198.0,2003-05-16,Mobile Payment
50932,38150,Jacobs-Chen,6583.0,1996-06-13,Check
50934,37393,Thomas-Brown,12.0,1978-12-01,Contactless Card
50936,3885,Clay Ltd,7.0,1977-05-20,E-wallet
50938,21473,Dyer-Griffith,5437.0,2019-01-23,E-wallet
50947,8138,Scott-Carter,14673.0,1975-09-13,Mobile Payment
50948,53151,Graham-Barrett,25.0,1992-12-15,Prepaid Card
50950,3028,Coleman-Smith,4002.0,1985-10-11,Cryptocurrency
50953,32636,"Robinson, Conner and Moore",4.0,1984-10-26,Debit Card
50956,9219,Foley-Price,863.0,1997-05-31,Credit Card
50958,47234,"Velez, Fields and Scott",369178.0,2013-09-24,Check
50960,53690,"Rowe, Vasquez and Lopez",78.0,1997-01-26,Check
50962,13581,Swanson-Harris,5.0,1994-05-14,Prepaid Card
50968,49389,Garcia-Frazier,11261273.0,2014-05-12,Debit Card
50969,38584,"Gonzales, Stephens and Brown",48087.0,1993-11-21,Cryptocurrency
50970,48049,Smith-Weaver,3634.0,2002-11-29,E-wallet
50971,21303,Romero-Oliver,7340.0,1988-09-26,Check
50974,31176,Crawford-Hernandez,746918320.0,1978-09-23,Credit Card
50975,3141,"Vega, Ellis and Fitzpatrick",46.0,2002-05-08,Check
50976,29547,Rose-Foster,85.0,2010-04-07,Cash
50981,13970,Moore-Allison,3914899.0,1977-04-11,Cash
50983,55587,Ingram-Harris,20221.0,2018-11-06,Contactless Card
50989,16290,Mason-Jackson,75.0,1991-02-27,Mobile Payment
50993,28142,"Cruz, Valenzuela and York",481.0,2013-01-31,Cryptocurrency
50995,18972,"Robertson, Hughes and Thomas",8680.0,2000-01-06,Contactless Card
50996,5570,"Bell, Gonzalez and Roberts",7510.0,1973-07-17,Cryptocurrency
50998,17410,Jones and Sons,81.0,2007-05-15,Cryptocurrency
51000,55711,Golden-Miller,79.0,2013-07-19,E-wallet
51002,5670,"Taylor, Carter and Levy",51449.0,1974-03-16,Cash
51008,5374,Armstrong and Sons,8797.0,2013-04-29,Credit Card
51013,6219,Haynes-Oliver,5289.0,2023-02-10,Cash
51018,41338,Williams Ltd,93.0,1980-11-26,Check
51020,39166,"Black, Larson and Barnett",1.0,2020-05-03,E-wallet
51023,22531,Perez-Rivera,76753.0,1992-04-26,Prepaid Card
51029,36621,"Gardner, Rubio and Johnston",5329.0,2018-05-16,Prepaid Card
51030,56958,"Gonzalez, Garcia and Sanders",414.0,2022-04-22,Credit Card
51035,64063,"Hodges, Johnson and Clark",7.0,1972-03-14,Debit Card
51047,35052,Hernandez Inc,3.0,1977-11-16,Contactless Card
51048,51406,"Hoffman, Mcbride and Harris",405212.0,2019-06-04,Cryptocurrency
51049,16385,Clark LLC,32.0,1977-09-16,Cryptocurrency
51053,5567,Ramirez-Atkinson,420780.0,1972-09-03,Credit Card
51057,1704,Mosley-Le,92051484.0,1989-08-30,Cryptocurrency
51062,36535,Baker LLC,59030.0,2000-05-03,Cryptocurrency
51064,1971,Mills Group,93111690.0,2011-10-17,Mobile Payment
51066,23603,Russo Ltd,6784.0,2022-04-13,Credit Card
51073,53713,Bowers Inc,133.0,1999-08-13,Contactless Card
51075,21963,Jones LLC,151654.0,1989-05-15,Check
51076,28388,"Dominguez, Hernandez and Orr",92.0,1997-01-09,Mobile Payment
51078,10031,Hall Inc,128973.0,2017-01-28,Cash
51081,46427,"Andersen, Douglas and Coleman",602588880.0,2014-07-19,Credit Card
51083,42206,"Rivera, Vincent and George",4.0,1972-07-29,Contactless Card
51087,59396,"Soto, Mckinney and Brewer",20745.0,2001-10-19,Prepaid Card
51088,61296,"Murphy, Lee and Turner",203.0,1975-02-22,Debit Card
51090,5144,Andrews Ltd,777.0,2010-11-24,Mobile Payment
51094,17967,Snyder-Maldonado,0.0,1971-02-22,Check
51097,63349,Bryant PLC,82320.0,1991-06-12,Credit Card
51101,10126,"King, Love and Martinez",42386562.0,1978-09-14,Debit Card
51102,22228,Roberts-Gillespie,98.0,1974-03-01,Bank Transfer
51104,2749,Ayala PLC,316674756.0,1981-03-08,Contactless Card
51106,45570,"Hardy, Smith and Obrien",390012.0,1981-06-20,Contactless Card
51109,53851,Thomas-Lara,918575576.0,2008-11-03,Contactless Card
51121,38361,Love LLC,1.0,1978-09-18,E-wallet
51122,27716,Marquez Group,7692.0,2020-06-08,Mobile Payment
51123,45388,"Sanders, Sawyer and Floyd",1799748.0,1983-03-14,Prepaid Card
51127,13172,Johnson-Cruz,356.0,1996-06-27,Check
51130,60599,Richards-Daugherty,917527.0,2014-03-30,E-wallet
51134,37038,Potter Group,122.0,1985-11-29,Credit Card
51136,6039,"Ritter, Harvey and Burgess",723751760.0,2010-05-05,E-wallet
51138,63413,"Hall, Waller and Hamilton",5721.0,2010-08-07,Credit Card
51142,43766,Hall-Duncan,65.0,1986-06-15,Prepaid Card
51145,62354,Rios-Howell,7889.0,2022-07-29,Cryptocurrency
51156,499,Brooks PLC,776800254.0,2021-03-09,Prepaid Card
51157,40015,Allen-Medina,718527301.0,2006-06-27,Cash
51161,42162,"Santiago, Cole and Davidson",37.0,2017-04-21,Bank Transfer
51164,60594,French-Morrison,9.0,2002-03-09,Mobile Payment
51169,37075,Henderson-Hoffman,72953777.0,2017-11-10,E-wallet
51174,1568,Hill and Sons,283.0,1997-05-19,Debit Card
51178,24093,Brown-Lee,533551530.0,2012-11-10,Debit Card
51182,20374,Bailey-Brown,40886907.0,1988-02-21,Mobile Payment
51185,50053,Jones Ltd,746103.0,1975-03-15,Debit Card
51186,2372,Cole LLC,276534.0,1993-01-06,Cryptocurrency
51188,43054,"Martinez, Williamson and Davis",9.0,1991-10-11,Cryptocurrency
51189,48819,Pierce Ltd,9.0,1997-11-30,Debit Card
51192,18732,Kline Ltd,78628775.0,1996-09-10,Cash
51193,38327,Lopez-Bell,444.0,1976-04-22,Cash
51196,45519,"Stewart, Vasquez and Ayers",5078211.0,1986-05-13,Bank Transfer
51197,28801,Williams-Perkins,6077333.0,1981-02-05,Check
51198,35372,Lee-Trevino,3368.0,1998-03-25,E-wallet
51199,37549,Wheeler LLC,656944.0,2006-05-01,Mobile Payment
51204,55679,Mack and Sons,56630.0,1981-07-13,E-wallet
51206,25401,Hart-Richard,55141668.0,1988-12-07,Mobile Payment
51209,59958,Williamson-Mccormick,861634.0,2022-11-07,Mobile Payment
51210,12832,Brown-Johnston,6.0,2020-03-07,Bank Transfer
51211,12613,Hansen-Jennings,788016.0,2012-12-18,Cash
51220,26035,Henry Group,18269.0,1983-12-02,Debit Card
51230,50833,"Harris, Arellano and Knapp",19501978.0,2010-03-12,Debit Card
51234,12630,"Cruz, Morris and Eaton",2.0,2002-03-26,Bank Transfer
51240,42565,Harris-Smith,992.0,2020-01-22,Credit Card
51242,36643,Marquez-Smith,74853212.0,1976-09-20,Cryptocurrency
51248,47628,Simmons LLC,313235160.0,2019-02-01,Debit Card
51256,25292,"Adams, Wilson and Ward",27762853.0,2021-02-01,E-wallet
51257,59407,"Brown, Johnson and Galloway",181609.0,2019-01-10,Contactless Card
51258,54631,Deleon and Sons,3896926.0,1977-02-21,Bank Transfer
51262,23818,"Nelson, Carter and Wilson",66360.0,1980-01-26,Debit Card
51263,10280,Washington-Le,26303025.0,2010-07-10,Cryptocurrency
51264,24072,Smith Ltd,211042.0,2018-08-13,Mobile Payment
51265,3250,"Ferguson, Johnson and Jordan",2.0,2012-08-25,Bank Transfer
51269,51619,Obrien-Richards,8.0,1994-12-03,Credit Card
51270,1099,Leonard and Sons,505774.0,2005-01-16,Credit Card
51274,36242,"Jones, Dean and Avila",2.0,1979-12-25,Bank Transfer
51275,14464,Green-Vasquez,6798.0,2013-04-30,Prepaid Card
51281,39514,Richards Group,590836.0,1984-11-23,Cryptocurrency
51284,48934,Austin-Stevenson,232013.0,2005-11-11,Prepaid Card
51286,24615,Lee-Mullen,2329.0,2020-11-23,E-wallet
51289,16159,Green Ltd,2.0,2022-09-30,Prepaid Card
51293,28027,"Santiago, Mitchell and Williams",28596057.0,2020-10-15,Mobile Payment
51294,23121,Gomez-Rodriguez,8247872.0,1993-09-23,Contactless Card
51297,51028,Choi Ltd,164339527.0,2018-07-29,Contactless Card
51298,62218,"Bentley, Johnson and Lee",65.0,2008-07-31,Mobile Payment
51300,62623,"Ayala, Patel and Allen",5621109.0,2009-05-07,Bank Transfer
51304,41733,Cook-Greene,7.0,1999-03-11,Cryptocurrency
51305,23115,Patrick-Calhoun,996437.0,1971-12-06,Cash
51307,11064,Allen-Monroe,5178049.0,1991-03-08,Cash
51308,4122,Barnett Ltd,400983428.0,2010-05-02,Check
51310,5736,Boyd-Bates,539671693.0,2016-04-08,Bank Transfer
51311,11474,Rojas-Davila,6052.0,1984-09-13,Prepaid Card
51312,41645,"Rodriguez, Holmes and Malone",10.0,1972-04-11,E-wallet
51314,28994,"Archer, Castillo and Hudson",71.0,2009-11-14,Prepaid Card
51315,29550,Jenkins PLC,82496.0,2013-07-01,Prepaid Card
51317,23062,Smith PLC,79398583.0,1980-09-11,Mobile Payment
51318,19402,Mahoney-Kramer,83.0,2017-10-19,Cryptocurrency
51321,3110,Patterson-Holmes,507.0,2005-06-17,E-wallet
51325,6690,Scott-Peterson,5529391.0,2007-05-02,Debit Card
51335,12824,"Thomas, Compton and Richardson",7640.0,2020-12-01,Bank Transfer
51336,13263,"Sullivan, House and Smith",357076.0,1987-10-27,Cryptocurrency
51338,56622,Rivera Group,388531775.0,2004-05-21,Check
51339,5906,"Williams, Decker and West",956243465.0,2023-09-20,Contactless Card
51340,17848,Wells-Huff,654007287.0,2012-12-20,Cryptocurrency
51341,46135,"Wilson, Schultz and Kelly",7379187.0,2012-02-26,Cash
51345,30489,Rodriguez Inc,8065782.0,1995-03-06,Mobile Payment
51346,45882,Robinson PLC,812150815.0,2002-07-11,Contactless Card
51352,19920,"Wilson, Walters and Gray",48.0,2020-05-07,Debit Card
51354,57209,Maldonado-Reyes,935303402.0,1994-12-08,Bank Transfer
51358,58061,"Esparza, Hill and Brown",190007.0,1991-09-19,Credit Card
51360,12477,Bowers Group,3255.0,2020-12-27,Cryptocurrency
51361,41928,Brown Group,8408.0,2016-09-05,Prepaid Card
51366,56330,Hansen LLC,1202798.0,2003-10-31,Contactless Card
51367,24916,Kennedy-Garrett,621.0,1981-11-02,E-wallet
51372,6754,Doyle-Heath,8301290.0,1990-11-09,E-wallet
51376,53516,Campbell Inc,0.0,2009-10-20,Cash
51380,10960,George LLC,716586.0,2000-04-14,Check
51381,54765,"Wilson, Salazar and Ramirez",76794390.0,2000-03-03,Credit Card
51387,28753,Hodge-Liu,0.0,1975-06-08,Cash
51391,50066,"Brown, Hernandez and Garcia",926979.0,2008-03-14,Bank Transfer
51392,58054,"Sharp, Bowman and Burnett",5.0,1991-01-28,Bank Transfer
51393,956,Martinez and Sons,551.0,1978-07-01,Credit Card
51397,47851,"Bernard, Robertson and Sweeney",3999.0,1978-06-11,E-wallet
51398,40738,Bowen Inc,95.0,2007-07-19,E-wallet
51401,41226,Dyer Ltd,8319.0,2013-03-02,Prepaid Card
51402,43828,Cooke-Rios,7895.0,2018-08-22,Credit Card
51403,62114,"Peterson, Smith and Frank",8.0,2003-02-11,Bank Transfer
51410,64549,"Bailey, Carr and Gutierrez",863990536.0,2009-05-12,Mobile Payment
51411,49700,Thomas-Thomas,9917.0,1987-06-22,Mobile Payment
51413,40428,Whitehead-Taylor,40.0,1982-09-26,Prepaid Card
51414,58656,Thomas-Cook,16422800.0,2009-04-25,Prepaid Card
51417,31023,Maldonado-Dean,863345221.0,1971-08-06,Debit Card
51420,6040,Taylor-Brown,642.0,1998-06-09,Cash
51421,58651,Blackwell PLC,2.0,2009-07-06,Mobile Payment
51423,6316,Jones PLC,5918574.0,2008-10-31,Credit Card
51429,50729,Knight Ltd,3.0,2009-07-02,Bank Transfer
51431,37393,Johnson and Sons,983464.0,2008-10-25,Cryptocurrency
51434,52132,Dickerson Ltd,257007.0,2001-12-10,Cryptocurrency
51435,11298,Walker-Miller,22.0,2011-09-16,Credit Card
51437,8747,Doyle LLC,10.0,1973-03-10,Cash
51438,15016,Franklin-Price,6.0,1985-09-12,Mobile Payment
51439,26515,Green Ltd,35898735.0,2017-04-30,Check
51441,16341,Herrera-Stein,5.0,1992-06-11,Mobile Payment
51445,36050,Skinner-Johnson,95279.0,2018-01-12,Debit Card
51453,59793,Sanchez-Terry,580183366.0,1997-12-28,Credit Card
51454,23744,"Howard, Delacruz and Walker",5.0,1972-01-24,Debit Card
51456,60304,"Jacobson, Perry and Lawrence",17.0,1977-08-26,Cash
51465,60471,Conner-Ross,9.0,2001-04-15,Credit Card
51466,14866,Shah Inc,845536692.0,1974-05-17,Prepaid Card
51467,35083,"Richardson, Brown and Grant",792.0,1997-01-21,Debit Card
51469,19797,"Williams, Matthews and Smith",1477.0,2004-05-18,E-wallet
51476,13720,"Wilson, Hill and Lopez",8256201.0,2006-08-18,Prepaid Card
51479,25357,Boone-Montgomery,674757.0,2012-05-18,Contactless Card
51480,60302,Ellis-Dixon,50006779.0,1991-06-11,Cash
51481,18732,Dunn PLC,880.0,2019-03-02,Debit Card
51482,45674,"Hunter, Banks and Stewart",2.0,2008-04-02,Check
51485,16860,Robles Group,4.0,2009-01-29,E-wallet
51486,24018,Bradley and Sons,4.0,1975-03-02,E-wallet
51487,16764,Richards LLC,17220137.0,2003-07-10,Mobile Payment
51488,34990,"Roberson, Jones and Camacho",240439477.0,1996-04-11,Contactless Card
51489,33243,Smith-Pugh,1.0,1990-01-09,Credit Card
51490,45321,"Harding, Ryan and Morris",259068304.0,1981-10-25,Cryptocurrency
51492,34967,Wilson Group,793.0,2005-09-22,Contactless Card
51495,61113,Flowers-Thomas,1.0,2022-09-06,Mobile Payment
51496,2796,Morris Ltd,37605014.0,2015-05-06,E-wallet
