log_id,customer_id,communication_type,timestamp
47465,57726,Phone,0 days 06:39:56
47468,28230,Phone,0 days 01:04:40
47478,25476,In-person,0 days 08:21:00
47481,35458,Postal Mail,0 days 20:18:44
47493,15817,Phone,0 days 23:44:46
47497,5926,Postal Mail,0 days 13:24:35
47498,59749,In-person,0 days 17:26:06
47502,35680,Email,0 days 06:44:55
47508,23776,Postal Mail,0 days 05:13:54
47518,7359,Online Chat,0 days 02:33:20
47521,8161,Mobile App,0 days 09:16:57
47524,27524,Phone,0 days 09:16:29
47525,37202,Postal Mail,0 days 03:37:31
47527,51930,Mobile App,0 days 05:05:48
47533,15393,In-person,0 days 18:43:42
47536,23540,Postal Mail,0 days 23:18:47
47542,21994,Phone,0 days 23:40:17
47543,48979,In-person,0 days 20:41:07
47548,60476,Online Chat,0 days 10:59:33
47552,8910,In-person,0 days 16:23:25
47555,56930,Phone,0 days 21:15:46
47560,63836,Phone,0 days 11:52:00
47561,43866,Postal Mail,0 days 08:07:40
47576,60409,Online Chat,0 days 07:01:32
47577,3045,Mobile App,0 days 04:49:26
47582,19283,Online Chat,0 days 16:54:33
47583,21416,Mobile App,0 days 10:52:32
47585,63619,Mobile App,0 days 10:02:47
47587,8767,Phone,0 days 03:55:44
47590,63773,Postal Mail,0 days 03:00:14
47596,63955,In-person,0 days 03:43:33
47599,8455,Postal Mail,0 days 02:00:38
47602,42597,Online Chat,0 days 23:58:09
47606,24367,Mobile App,0 days 20:53:41
47609,10905,Mobile App,0 days 17:59:19
47616,27147,Mobile App,0 days 13:49:45
47619,46038,In-person,0 days 22:03:43
47624,3937,Phone,0 days 19:02:32
47628,48582,Online Chat,0 days 02:11:07
47629,51183,In-person,0 days 16:29:14
47630,27892,Postal Mail,0 days 22:19:17
47631,20686,Email,0 days 17:06:45
47633,47792,Phone,0 days 08:43:42
47635,40751,Phone,0 days 09:44:58
47637,1730,Phone,0 days 08:12:06
47641,18698,In-person,0 days 12:57:27
47647,49639,In-person,0 days 03:26:05
47648,37071,Online Chat,0 days 02:39:41
47649,39622,In-person,0 days 22:58:44
47652,3596,Email,0 days 11:58:36
47654,40716,Email,0 days 11:45:48
47661,57793,Email,0 days 07:40:02
47667,23035,Postal Mail,0 days 22:58:29
47668,20300,Mobile App,0 days 19:04:20
47669,60168,In-person,0 days 15:54:53
47671,3504,Postal Mail,0 days 15:47:22
47672,63640,Postal Mail,0 days 17:23:14
47673,58431,Online Chat,0 days 04:03:11
47676,18380,Email,0 days 11:13:32
47680,6007,Phone,0 days 09:39:23
47681,11475,Phone,0 days 10:32:30
47686,49556,Phone,0 days 11:08:47
47687,62384,Phone,0 days 03:52:30
47688,41359,Email,0 days 12:47:03
47689,4620,In-person,0 days 12:10:10
47691,2532,Online Chat,0 days 23:56:47
47692,20622,Online Chat,0 days 14:14:57
47693,53693,In-person,0 days 07:55:07
47694,25900,Mobile App,0 days 16:09:00
47696,32417,Email,0 days 11:56:34
47700,60934,In-person,0 days 09:51:19
47701,61908,Email,0 days 03:49:59
47702,32403,Email,0 days 18:02:53
47704,28393,Phone,0 days 16:38:32
47706,61038,Email,0 days 08:12:30
47707,48879,Email,0 days 16:50:31
47708,21381,Postal Mail,0 days 19:04:11
47710,48879,In-person,0 days 23:38:48
47713,43017,Mobile App,0 days 18:08:31
47717,8902,Email,0 days 21:20:37
47720,60618,In-person,0 days 21:45:18
47721,30139,Online Chat,0 days 19:11:41
47723,23583,Email,0 days 19:24:30
47726,57369,In-person,0 days 02:36:36
47729,17440,Postal Mail,0 days 19:58:01
47735,2803,Email,0 days 10:28:07
47741,17754,In-person,0 days 15:07:38
47742,59528,Phone,0 days 02:44:29
47743,10260,Phone,0 days 21:26:26
47746,41845,Phone,0 days 15:11:56
47747,41870,In-person,0 days 19:45:21
47750,21082,Mobile App,0 days 02:10:02
47760,53597,Phone,0 days 12:43:39
47761,2150,Phone,0 days 01:27:19
47763,38917,Online Chat,0 days 10:13:49
47765,64746,In-person,0 days 20:16:41
47766,56219,Postal Mail,0 days 02:38:05
47769,282,Online Chat,0 days 03:25:49
47772,19896,Mobile App,0 days 19:17:22
47774,23994,Postal Mail,0 days 03:47:35
47775,40367,Postal Mail,0 days 06:33:11
47777,26461,In-person,0 days 19:05:01
47785,47810,Mobile App,0 days 22:31:40
47788,6865,In-person,0 days 15:27:46
47793,57486,Email,0 days 04:10:53
47804,31035,Email,0 days 20:02:24
47805,9114,Online Chat,0 days 18:21:50
47806,8293,Mobile App,0 days 06:03:45
47809,48627,Postal Mail,0 days 04:39:52
47811,19526,Email,0 days 03:33:28
47815,11710,Mobile App,0 days 20:44:10
47817,1355,Postal Mail,0 days 21:39:22
47821,28600,Mobile App,0 days 17:16:50
47822,40553,Online Chat,0 days 03:09:42
47827,55715,Postal Mail,0 days 13:18:01
47828,63626,Phone,0 days 02:25:17
47829,55166,Mobile App,0 days 23:30:43
47831,15438,In-person,0 days 02:49:41
47834,64960,Email,0 days 15:47:20
47835,61619,Mobile App,0 days 15:54:37
47840,9259,Online Chat,0 days 17:49:39
47843,14636,Phone,0 days 22:37:32
47850,54437,Mobile App,0 days 02:02:29
47853,45244,Online Chat,0 days 03:07:47
47855,60563,Online Chat,0 days 21:39:27
47856,133,Postal Mail,0 days 14:27:40
47857,53387,Postal Mail,0 days 05:02:02
47858,30026,Mobile App,0 days 03:19:48
47859,2552,Online Chat,0 days 16:19:01
47860,32874,Postal Mail,0 days 04:09:47
47866,34856,Phone,0 days 08:47:58
47867,14641,Mobile App,0 days 19:38:12
47868,48510,Email,0 days 08:59:22
47872,65045,In-person,0 days 11:03:32
47873,20219,Postal Mail,0 days 08:18:35
47874,11051,Mobile App,0 days 14:45:23
47878,21971,Postal Mail,0 days 17:27:10
47879,47731,Email,0 days 20:21:02
47882,4425,Mobile App,0 days 11:18:27
47883,29740,Phone,0 days 11:18:46
47889,47152,Phone,0 days 17:27:15
47892,50230,Postal Mail,0 days 12:37:38
47894,26016,Email,0 days 13:28:08
47899,38672,Postal Mail,0 days 15:27:00
47901,52214,In-person,0 days 19:15:54
47903,19690,In-person,0 days 08:16:30
47909,3047,Postal Mail,0 days 16:54:05
47914,62104,Online Chat,0 days 16:31:30
47916,12816,In-person,0 days 07:48:05
47917,43705,Postal Mail,0 days 07:30:37
47919,35424,Email,0 days 00:50:58
47930,39876,Postal Mail,0 days 12:28:19
47931,4742,Email,0 days 14:08:17
47934,9210,Email,0 days 17:35:27
47937,55805,Postal Mail,0 days 01:58:56
47941,27397,Postal Mail,0 days 18:09:49
47942,13149,In-person,0 days 20:16:44
47943,41491,Email,0 days 06:30:59
47947,46573,Online Chat,0 days 01:56:04
47955,34269,Mobile App,0 days 05:19:44
47956,31018,Phone,0 days 11:34:50
47957,23512,Email,0 days 04:43:11
47959,21621,Email,0 days 10:21:08
47961,43398,Mobile App,0 days 23:41:01
47966,3374,In-person,0 days 06:58:03
47978,36033,Mobile App,0 days 00:01:38
47979,12555,Email,0 days 00:18:31
47982,8304,Email,0 days 05:13:47
47986,20500,Email,0 days 13:38:19
47993,25571,Email,0 days 22:07:14
47996,59719,Phone,0 days 21:39:29
47997,62177,Mobile App,0 days 22:44:23
48001,16686,Email,0 days 18:39:15
48002,45162,Email,0 days 03:02:38
48004,53172,Online Chat,0 days 01:15:16
48005,29650,Online Chat,0 days 15:59:09
48007,47645,Postal Mail,0 days 02:02:29
48009,40999,Postal Mail,0 days 00:34:20
48012,50248,Postal Mail,0 days 19:35:52
48016,56664,Postal Mail,0 days 06:18:26
48021,2364,Online Chat,0 days 08:05:59
48024,24123,Phone,0 days 21:49:52
48027,13922,In-person,0 days 20:04:53
48028,21648,In-person,0 days 21:48:22
48030,33689,Mobile App,0 days 01:25:48
48031,10479,Postal Mail,0 days 04:21:49
48036,22345,Phone,0 days 06:58:52
48039,33197,Postal Mail,0 days 02:52:21
48040,6122,Phone,0 days 03:38:22
48041,57911,Postal Mail,0 days 11:07:31
48045,60900,Mobile App,0 days 03:27:27
48048,20205,Email,0 days 20:00:05
48053,32010,Email,0 days 23:13:40
48054,64439,Email,0 days 18:53:56
48055,8525,In-person,0 days 18:41:27
48056,12888,Online Chat,0 days 23:25:17
48059,15699,Phone,0 days 07:29:11
48061,24946,Phone,0 days 22:51:47
48064,44719,Phone,0 days 21:32:14
48066,24428,Postal Mail,0 days 12:42:06
48070,36670,Email,0 days 15:02:17
48073,966,In-person,0 days 22:32:39
48074,41939,Online Chat,0 days 17:55:02
48078,8596,Email,0 days 19:58:15
48083,13680,Online Chat,0 days 01:57:40
48102,36121,Postal Mail,0 days 09:37:48
48103,49578,Postal Mail,0 days 17:59:41
48105,10060,Email,0 days 05:39:23
48108,10717,Postal Mail,0 days 12:23:42
48112,25532,Mobile App,0 days 03:26:36
48113,61116,Online Chat,0 days 20:20:48
48114,49879,Online Chat,0 days 12:13:51
48118,27419,Phone,0 days 10:05:43
48121,56181,Mobile App,0 days 00:12:10
48123,46843,Email,0 days 14:32:56
48127,26491,In-person,0 days 00:27:23
48134,44894,Email,0 days 13:27:13
48136,50851,In-person,0 days 01:04:44
48141,35960,Phone,0 days 07:21:56
48151,12495,Email,0 days 17:48:16
48152,15285,Email,0 days 17:28:10
48154,20638,Email,0 days 05:25:43
48156,21626,Phone,0 days 03:56:52
48160,53854,Mobile App,0 days 05:58:53
48164,2648,Postal Mail,0 days 17:46:42
48169,60363,Mobile App,0 days 13:16:18
48170,14167,Email,0 days 15:47:02
48171,59242,In-person,0 days 08:08:32
48174,46897,In-person,0 days 20:45:54
48177,45954,Phone,0 days 22:52:11
48180,2440,Email,0 days 20:16:11
48181,40377,Online Chat,0 days 15:37:19
48182,20502,Phone,0 days 15:53:38
48185,34114,Email,0 days 10:10:49
48186,33474,Postal Mail,0 days 00:14:31
48191,16788,Email,0 days 02:25:29
48195,52679,Email,0 days 15:44:38
48196,12657,In-person,0 days 18:24:05
48197,6907,In-person,0 days 14:34:41
48198,26898,Phone,0 days 03:33:36
48202,38625,Online Chat,0 days 09:36:24
48207,62039,Phone,0 days 02:37:30
48217,12512,Phone,0 days 15:34:25
48222,23061,Phone,0 days 14:41:08
48228,56412,Online Chat,0 days 05:06:57
48229,53995,Phone,0 days 21:42:35
48232,20651,Phone,0 days 07:19:41
48233,40546,Phone,0 days 17:11:06
48238,58192,Phone,0 days 06:45:16
48242,59448,Phone,0 days 07:07:58
48243,64405,Postal Mail,0 days 18:23:32
48248,8365,In-person,0 days 08:45:40
48250,36038,In-person,0 days 07:03:14
48251,14652,Phone,0 days 19:57:24
48255,35177,Email,0 days 18:29:26
48261,13899,Email,0 days 12:22:56
48262,56846,Postal Mail,0 days 20:00:58
48266,35979,Postal Mail,0 days 14:08:37
48268,35435,Postal Mail,0 days 04:40:52
48272,30145,Phone,0 days 07:50:55
48275,52344,Postal Mail,0 days 14:53:23
48277,8676,Phone,0 days 03:52:09
48278,18599,Phone,0 days 12:55:18
48282,45468,Mobile App,0 days 21:55:44
48284,31516,In-person,0 days 00:33:11
48285,19966,Postal Mail,0 days 14:01:31
48287,58159,In-person,0 days 01:22:34
48289,24287,Postal Mail,0 days 11:19:16
48290,35808,Online Chat,0 days 07:07:46
48294,4486,Phone,0 days 07:13:05
48296,18098,Email,0 days 00:39:31
48297,23038,Online Chat,0 days 13:16:56
48298,54462,Postal Mail,0 days 09:11:30
48299,30516,Online Chat,0 days 12:10:03
48305,48956,Email,0 days 21:35:06
48306,14672,Phone,0 days 15:13:34
48317,31105,In-person,0 days 08:05:58
48321,29010,Postal Mail,0 days 06:31:23
48326,36,Mobile App,0 days 19:47:32
48327,61825,Online Chat,0 days 18:35:13
48329,15636,Mobile App,0 days 04:51:19
48335,53205,Email,0 days 02:22:55
48336,17958,Mobile App,0 days 22:01:54
48341,61591,Phone,0 days 17:40:09
48342,39787,Online Chat,0 days 14:19:30
48346,24753,Email,0 days 19:13:42
48351,42414,Online Chat,0 days 09:22:46
48355,30478,Email,0 days 06:03:55
48356,2420,Email,0 days 03:38:04
48358,47063,Phone,0 days 11:33:13
48364,62334,In-person,0 days 18:59:53
48367,42183,Phone,0 days 12:59:33
48368,14759,Mobile App,0 days 00:02:06
48369,27820,In-person,0 days 20:20:52
48374,7297,Mobile App,0 days 15:17:07
48378,45141,Phone,0 days 03:59:39
48382,36228,Mobile App,0 days 07:49:41
48384,11485,Online Chat,0 days 09:42:56
48386,19963,Online Chat,0 days 09:11:14
48389,22694,In-person,0 days 15:42:45
48391,4885,Postal Mail,0 days 02:45:33
48392,35887,Online Chat,0 days 19:45:38
48393,10479,Phone,0 days 20:03:05
48396,40172,Mobile App,0 days 14:45:19
48408,7922,Email,0 days 20:24:01
48412,22083,Phone,0 days 08:36:17
48413,33688,Postal Mail,0 days 20:02:08
48419,33520,Postal Mail,0 days 19:23:02
48420,29773,Email,0 days 16:42:07
48422,64347,In-person,0 days 10:59:20
48424,12462,Mobile App,0 days 06:24:47
48427,18493,Phone,0 days 20:38:02
48435,29246,Email,0 days 12:44:44
48437,27301,Online Chat,0 days 08:36:56
48439,32630,In-person,0 days 01:08:04
48440,2745,Phone,0 days 00:48:33
48446,35960,Mobile App,0 days 07:35:31
48448,27123,In-person,0 days 03:50:09
48450,6637,Email,0 days 00:47:47
48456,58780,Online Chat,0 days 10:33:09
48458,6745,Email,0 days 11:02:35
48459,43304,Postal Mail,0 days 21:01:07
48469,41499,Email,0 days 05:34:22
48472,54057,Online Chat,0 days 01:24:32
48475,18463,Online Chat,0 days 10:35:53
48478,48611,Postal Mail,0 days 17:44:12
48482,6189,Mobile App,0 days 18:22:52
48483,28997,Mobile App,0 days 21:00:05
48499,12056,Postal Mail,0 days 09:34:58
48505,45354,Phone,0 days 13:41:44
48513,64645,Email,0 days 09:30:33
48514,57369,Phone,0 days 00:38:25
48521,62574,Mobile App,0 days 18:22:04
48525,30372,In-person,0 days 04:20:45
48533,45293,Email,0 days 20:58:07
48535,64990,In-person,0 days 18:42:22
48537,24412,Phone,0 days 06:43:57
48538,45741,In-person,0 days 21:20:15
48542,25069,Online Chat,0 days 11:40:25
48552,40341,Phone,0 days 01:32:09
48554,42587,Phone,0 days 13:30:19
48556,32999,Online Chat,0 days 08:48:42
48566,17755,Phone,0 days 00:24:54
48571,46347,Mobile App,0 days 19:29:27
48572,13956,Online Chat,0 days 09:18:30
48581,30650,Postal Mail,0 days 12:05:49
48586,5528,In-person,0 days 21:05:21
48587,22192,Online Chat,0 days 09:20:54
48589,42955,Mobile App,0 days 01:06:59
48591,8464,In-person,0 days 08:36:15
48593,57486,Email,0 days 12:01:29
48594,53441,Postal Mail,0 days 01:58:45
48603,49531,Postal Mail,0 days 08:18:55
48605,59288,In-person,0 days 16:12:43
48606,12591,Online Chat,0 days 23:21:31
48609,30460,Email,0 days 23:21:41
48611,28547,Email,0 days 07:34:56
48616,14829,Phone,0 days 19:30:16
48619,54401,Phone,0 days 14:10:49
48621,5107,Phone,0 days 16:36:31
48623,4645,Online Chat,0 days 23:20:20
48624,29171,Online Chat,0 days 18:55:35
48632,35285,In-person,0 days 19:16:41
48638,19283,Email,0 days 16:12:51
48639,14015,Mobile App,0 days 23:15:37
48640,33766,In-person,0 days 01:43:08
48641,7021,Phone,0 days 02:30:11
48648,58255,In-person,0 days 17:59:54
48655,32461,Email,0 days 09:58:58
48657,10083,Mobile App,0 days 13:06:50
48659,58483,Mobile App,0 days 17:38:10
48663,30753,In-person,0 days 16:09:51
48664,56532,Phone,0 days 02:50:42
48668,63141,Email,0 days 04:45:23
48670,38173,In-person,0 days 03:56:33
48673,23839,Online Chat,0 days 14:05:39
48676,48209,In-person,0 days 16:59:40
48677,32069,Phone,0 days 15:00:38
48678,27820,Phone,0 days 04:40:41
48679,46347,In-person,0 days 08:30:58
48683,65100,Postal Mail,0 days 21:06:47
48684,17505,Online Chat,0 days 00:51:00
48690,17644,Phone,0 days 06:10:10
48693,4532,Postal Mail,0 days 19:58:53
48697,53128,Postal Mail,0 days 18:29:45
48702,4161,Phone,0 days 09:39:09
48706,23598,Online Chat,0 days 03:00:25
48707,47326,Mobile App,0 days 10:08:58
48710,3859,Mobile App,0 days 19:52:17
48715,22884,Phone,0 days 20:38:50
48717,6640,Email,0 days 20:59:47
48719,65433,In-person,0 days 11:54:30
48720,10744,Email,0 days 08:44:49
48723,44020,Postal Mail,0 days 19:29:24
48724,28950,Online Chat,0 days 02:54:28
48725,53877,Online Chat,0 days 09:42:48
48727,37127,Email,0 days 18:33:27
48732,12903,Online Chat,0 days 11:46:58
48733,19074,Phone,0 days 08:35:02
48734,7902,Postal Mail,0 days 05:05:50
48737,31204,In-person,0 days 02:29:26
48740,8806,Phone,0 days 09:50:08
48742,2518,Postal Mail,0 days 02:25:27
48744,54191,Email,0 days 16:18:25
48745,40047,Email,0 days 20:55:43
48746,26565,Phone,0 days 08:53:19
48747,8837,Email,0 days 18:54:49
48750,37132,Phone,0 days 21:25:37
48752,32771,Phone,0 days 10:25:56
48753,10589,Mobile App,0 days 21:38:43
48754,27671,Postal Mail,0 days 13:42:58
48755,5430,Email,0 days 00:31:36
48758,43266,Phone,0 days 18:49:04
48759,32391,Email,0 days 00:20:30
48761,45421,In-person,0 days 07:17:35
48762,49192,Phone,0 days 07:03:04
48765,34452,Email,0 days 10:05:19
48767,53961,Email,0 days 13:19:28
48768,9951,Phone,0 days 13:54:24
48769,31302,Mobile App,0 days 02:24:15
48773,36191,Online Chat,0 days 08:05:49
48774,41686,In-person,0 days 09:22:51
48781,34248,Phone,0 days 23:16:04
48782,55733,Online Chat,0 days 03:26:05
48787,33906,Mobile App,0 days 20:24:33
48789,16145,Phone,0 days 05:29:58
48790,47740,Mobile App,0 days 10:04:17
48791,49669,Email,0 days 04:41:48
48794,53768,Postal Mail,0 days 22:08:21
48795,21460,Email,0 days 06:04:38
48797,26157,Mobile App,0 days 00:09:47
48800,46945,Postal Mail,0 days 08:16:34
48802,42225,Phone,0 days 03:02:21
48805,20029,Mobile App,0 days 01:32:27
48808,12770,Email,0 days 08:10:26
48814,62945,Postal Mail,0 days 17:32:49
48818,36805,Email,0 days 09:33:30
48819,57808,Email,0 days 18:12:55
48821,18901,Postal Mail,0 days 12:48:34
48822,64166,Postal Mail,0 days 20:22:17
48825,15685,Mobile App,0 days 02:27:32
48827,48570,Online Chat,0 days 09:57:45
48828,49833,Phone,0 days 15:41:46
48832,55555,Online Chat,0 days 07:14:57
48833,51759,Phone,0 days 18:32:33
48836,22756,Phone,0 days 07:00:33
48839,52553,Mobile App,0 days 03:30:44
48840,22079,Postal Mail,0 days 08:42:03
48841,50402,Mobile App,0 days 23:00:18
48842,49873,Mobile App,0 days 17:08:26
48847,45641,Mobile App,0 days 18:03:49
48849,40173,Mobile App,0 days 16:55:15
48850,37137,Online Chat,0 days 19:22:09
48851,12607,Phone,0 days 21:47:30
48853,45182,Email,0 days 12:36:19
48855,13085,Phone,0 days 11:31:11
48863,33736,Online Chat,0 days 03:18:11
48865,57904,In-person,0 days 22:20:16
48868,35470,In-person,0 days 23:36:05
48869,54202,Online Chat,0 days 15:28:01
48871,53472,Phone,0 days 21:22:01
48875,56778,In-person,0 days 13:10:17
48876,8120,Postal Mail,0 days 16:00:29
48879,24090,Postal Mail,0 days 19:52:29
48880,37340,Postal Mail,0 days 23:03:37
48885,10478,Online Chat,0 days 11:21:03
48888,19750,Email,0 days 21:13:49
48889,8908,Phone,0 days 08:58:05
48891,24505,In-person,0 days 01:40:17
48893,60063,Phone,0 days 23:07:40
48898,21786,Phone,0 days 07:25:51
48899,5118,Online Chat,0 days 08:56:19
48900,60514,Online Chat,0 days 04:58:48
48908,59961,Online Chat,0 days 22:32:29
48909,31708,Email,0 days 03:53:23
48910,39187,In-person,0 days 16:45:57
48911,50722,Phone,0 days 06:24:10
48917,28547,Postal Mail,0 days 15:59:08
48918,64977,Online Chat,0 days 16:41:12
48919,21609,In-person,0 days 11:17:20
48932,58520,Mobile App,0 days 15:32:04
48934,44818,Postal Mail,0 days 13:02:53
48938,18457,Mobile App,0 days 14:25:48
48943,46548,Phone,0 days 13:43:00
48945,42867,Postal Mail,0 days 02:55:58
48947,14646,Postal Mail,0 days 18:20:55
48954,20390,Mobile App,0 days 01:58:11
48956,42662,In-person,0 days 10:40:58
48957,41712,Online Chat,0 days 17:45:34
48958,52769,Email,0 days 23:02:34
48960,10217,In-person,0 days 21:41:15
48964,44060,Phone,0 days 00:23:31
48966,47459,Postal Mail,0 days 00:07:35
48972,35779,Mobile App,0 days 16:26:43
48977,3671,Email,0 days 12:49:06
48980,14793,Mobile App,0 days 05:38:17
48982,56129,Mobile App,0 days 18:55:14
48986,38058,Phone,0 days 22:32:03
48989,20838,Phone,0 days 16:57:48
48990,35973,Online Chat,0 days 06:27:13
48992,46317,In-person,0 days 05:02:24
48996,40279,In-person,0 days 23:58:26
48997,34275,Phone,0 days 04:51:19
48998,24373,In-person,0 days 06:17:53
48999,26472,Email,0 days 23:25:16
49000,33680,Email,0 days 22:28:11
49001,38917,Online Chat,0 days 15:01:40
49003,7863,Phone,0 days 05:18:14
49008,4706,Phone,0 days 04:38:50
49010,43287,In-person,0 days 04:04:50
49014,14110,Postal Mail,0 days 10:15:55
49016,36486,Online Chat,0 days 00:27:07
49022,71,Mobile App,0 days 12:13:52
49024,61069,Email,0 days 10:14:30
49027,64914,Online Chat,0 days 22:37:30
49030,14291,Phone,0 days 08:24:35
49031,65364,In-person,0 days 09:24:38
49032,4727,Online Chat,0 days 09:22:51
49034,55446,Online Chat,0 days 21:01:23
49037,25832,In-person,0 days 12:41:46
49038,36212,In-person,0 days 08:45:23
49045,28302,Postal Mail,0 days 01:56:10
49051,40417,Email,0 days 13:36:38
49052,56353,Email,0 days 14:34:25
49057,50407,Online Chat,0 days 15:33:35
49060,51185,Online Chat,0 days 01:16:02
49062,12999,In-person,0 days 05:22:06
49070,65135,Phone,0 days 03:40:58
49073,3410,Email,0 days 13:03:22
49077,60123,Online Chat,0 days 13:13:30
49080,8126,In-person,0 days 11:44:38
49082,32195,In-person,0 days 18:53:44
49083,46513,Phone,0 days 17:45:19
49084,38340,Postal Mail,0 days 04:43:30
49088,7928,Postal Mail,0 days 04:52:12
49089,22597,In-person,0 days 23:14:44
49094,5461,Phone,0 days 04:32:40
49097,50789,In-person,0 days 20:50:06
49102,55555,In-person,0 days 17:41:33
49104,9,Online Chat,0 days 03:23:58
49106,37031,Postal Mail,0 days 09:06:05
49112,41953,Mobile App,0 days 02:06:10
49113,25633,Mobile App,0 days 19:11:23
49114,44834,Postal Mail,0 days 22:49:04
49117,29799,Email,0 days 00:13:10
49119,48287,In-person,0 days 13:31:12
49124,51068,Postal Mail,0 days 00:15:11
49126,1835,Postal Mail,0 days 18:39:35
49128,5453,In-person,0 days 06:14:45
49135,29467,In-person,0 days 07:41:12
49144,14277,Email,0 days 14:59:06
49147,28818,Postal Mail,0 days 19:54:53
49150,34958,In-person,0 days 14:30:36
49151,17073,In-person,0 days 22:12:09
49152,60063,Email,0 days 06:36:20
49155,23298,Email,0 days 20:06:01
49156,58302,Mobile App,0 days 19:33:19
49157,17388,Phone,0 days 08:29:04
49165,9456,In-person,0 days 04:37:07
49168,32956,Phone,0 days 03:26:36
49170,10364,Email,0 days 18:39:07
49172,16772,Email,0 days 15:34:58
49174,19406,Mobile App,0 days 00:36:49
49176,53659,Mobile App,0 days 04:44:34
49177,12220,Online Chat,0 days 08:48:45
49180,26858,Mobile App,0 days 01:03:21
49181,46614,In-person,0 days 04:04:41
49182,57673,In-person,0 days 13:18:23
49185,17184,Online Chat,0 days 07:33:31
49195,63477,In-person,0 days 17:04:42
49198,62402,Email,0 days 20:25:40
49199,36196,Online Chat,0 days 03:40:10
49200,9384,Email,0 days 19:16:43
49204,32889,In-person,0 days 16:28:14
49206,46338,Email,0 days 03:10:36
49207,20566,Phone,0 days 02:37:25
49208,29549,In-person,0 days 09:21:30
49211,5930,Online Chat,0 days 17:30:12
49212,51335,Phone,0 days 05:34:44
49214,36687,Postal Mail,0 days 03:35:33
49216,38885,Mobile App,0 days 01:05:31
49217,49887,Mobile App,0 days 22:24:32
49219,19880,Email,0 days 21:47:30
49222,35991,Email,0 days 14:20:04
49225,58725,Email,0 days 20:25:38
49228,64743,Mobile App,0 days 13:26:41
49230,5009,Mobile App,0 days 04:52:14
49231,40215,Mobile App,0 days 19:59:22
49241,11498,In-person,0 days 14:05:32
49242,37203,Phone,0 days 19:47:09
49245,50816,Postal Mail,0 days 14:50:35
49247,37417,Online Chat,0 days 15:19:41
49249,55636,Postal Mail,0 days 04:43:35
49252,62370,Email,0 days 18:58:27
49253,23782,Online Chat,0 days 09:39:29
49258,11709,Online Chat,0 days 18:28:06
49259,29614,Email,0 days 01:56:02
49264,18143,Mobile App,0 days 15:55:58
49266,23232,Email,0 days 20:12:46
49271,47651,Phone,0 days 05:51:58
49275,11459,Postal Mail,0 days 15:04:14
49276,9910,Mobile App,0 days 07:16:23
49277,2127,Mobile App,0 days 12:41:57
49279,1029,Email,0 days 00:43:10
49281,30692,Phone,0 days 09:26:03
49285,22471,In-person,0 days 18:22:43
49286,65003,In-person,0 days 20:39:22
49287,3290,Phone,0 days 17:50:07
49288,29788,Postal Mail,0 days 00:17:08
49289,5547,Email,0 days 05:02:18
49291,33361,Postal Mail,0 days 17:18:26
49292,109,In-person,0 days 23:01:48
49293,7414,Email,0 days 03:01:42
49294,46657,In-person,0 days 11:43:10
49296,50287,Postal Mail,0 days 18:04:03
49297,10294,Phone,0 days 05:48:50
49298,47949,Mobile App,0 days 14:18:41
49299,60087,In-person,0 days 20:40:06
49303,60326,Phone,0 days 20:19:10
49307,6875,Postal Mail,0 days 23:01:13
49310,41159,Email,0 days 07:09:39
49313,3076,Phone,0 days 13:40:52
49314,43482,Email,0 days 09:52:30
49315,50828,Online Chat,0 days 05:10:15
49317,43192,Postal Mail,0 days 11:27:13
49319,18493,In-person,0 days 09:16:35
49324,51478,Postal Mail,0 days 11:32:00
49325,50897,Email,0 days 16:34:50
49330,4071,Mobile App,0 days 07:55:27
49332,54928,Mobile App,0 days 01:25:44
49335,30037,Postal Mail,0 days 14:47:54
49338,7536,In-person,0 days 07:21:32
49346,60207,Online Chat,0 days 02:15:36
49353,8922,Email,0 days 00:27:05
49354,13138,In-person,0 days 03:43:30
49356,2937,Postal Mail,0 days 15:27:13
49359,61375,Mobile App,0 days 19:05:45
49366,62606,Mobile App,0 days 09:40:21
49368,2885,Postal Mail,0 days 06:13:28
49371,13141,Phone,0 days 11:08:24
49372,48900,In-person,0 days 02:29:32
49373,58348,Postal Mail,0 days 05:08:23
49375,63929,In-person,0 days 14:26:24
49377,26350,Postal Mail,0 days 16:48:22
49379,63676,Postal Mail,0 days 08:06:45
49383,39720,In-person,0 days 00:11:48
49384,63806,Mobile App,0 days 05:44:42
49386,62025,Online Chat,0 days 17:50:58
49388,34136,Email,0 days 02:57:42
49390,56531,Email,0 days 17:20:56
49392,18895,Phone,0 days 11:01:33
49400,58268,Online Chat,0 days 23:49:54
49410,23865,In-person,0 days 12:09:10
49413,62574,Email,0 days 09:54:38
49414,301,Phone,0 days 14:54:14
49419,1632,In-person,0 days 23:52:42
49421,26230,Online Chat,0 days 10:21:05
49423,58670,In-person,0 days 05:01:27
49425,19944,Email,0 days 20:08:59
49426,5572,Email,0 days 05:01:03
49428,50173,Postal Mail,0 days 00:47:25
49429,3605,Online Chat,0 days 15:18:53
49430,1776,Phone,0 days 08:22:32
49431,5033,In-person,0 days 02:12:25
49436,38695,Phone,0 days 05:55:36
49437,27062,Phone,0 days 06:26:48
49440,22392,Email,0 days 12:42:20
49442,44629,In-person,0 days 08:32:19
49444,52807,In-person,0 days 20:20:40
49446,30846,In-person,0 days 07:33:03
