account_id,customer_id,account_type,balance,status_type
50102,26292,Savings Account,6.0,Active
50104,26323,Individual Retirement Account (IRA),806421.0,Inactive/Dormant
50114,48777,Certificate of Deposit (CD),806248.0,Defaulted
50123,23467,Business Account,2.0,Closed
50124,21242,Business Account,77869.0,Limited/Restricted
50126,16831,Savings Account,8129298.0,Inactive/Dormant
50130,21780,Individual Retirement Account (IRA),27555.0,Blocked/Frozen
50133,49392,Custodial Account,173381.0,Limited/Restricted
50138,48685,Certificate of Deposit (CD),3630.0,Defaulted
50141,47451,Business Account,0.0,Defaulted
50142,17720,Individual Retirement Account (IRA),301.0,Blocked/Frozen
50148,20866,Savings Account,195.0,Blocked/Frozen
50152,26985,Custodial Account,154729275.0,Closed
50154,309,Trust Account,9467.0,Inactive/Dormant
50159,29807,Custodial Account,766.0,Inactive/Dormant
50164,43673,Business Account,52.0,Inactive/Dormant
50166,11367,Individual Retirement Account (IRA),4031.0,Limited/Restricted
50167,15055,Custodial Account,8.0,Active
50168,62891,Checking/Current Account,3223.0,Limited/Restricted
50171,31187,Savings Account,752.0,Inactive/Dormant
50173,62441,Savings Account,46489.0,Defaulted
50178,1613,Checking/Current Account,21031.0,Inactive/Dormant
50181,44897,Individual Retirement Account (IRA),1819819.0,Limited/Restricted
50182,60731,Savings Account,6573.0,Active
50184,48343,Custodial Account,8.0,Blocked/Frozen
50188,32865,Individual Retirement Account (IRA),2987.0,Active
50189,14294,Business Account,6009.0,Defaulted
50192,1469,Checking/Current Account,3284.0,Defaulted
50193,24991,Checking/Current Account,426.0,Closed
50200,31950,Custodial Account,194.0,Defaulted
50201,20163,Individual Retirement Account (IRA),1404.0,Blocked/Frozen
50212,22384,Individual Retirement Account (IRA),81.0,Defaulted
50215,21773,Checking/Current Account,81207.0,Inactive/Dormant
50216,52526,Certificate of Deposit (CD),6.0,Inactive/Dormant
50219,50402,Business Account,137.0,Active
50224,44254,Checking/Current Account,4.0,Defaulted
50228,39102,Trust Account,89.0,Active
50232,37492,Checking/Current Account,456020.0,Active
50234,14277,Custodial Account,598.0,Closed
50246,634,Certificate of Deposit (CD),74.0,Active
50253,38901,Individual Retirement Account (IRA),190.0,Blocked/Frozen
50254,45838,Business Account,3305604.0,Defaulted
50257,47739,Checking/Current Account,4.0,Defaulted
50259,744,Individual Retirement Account (IRA),798233.0,Active
50268,50012,Individual Retirement Account (IRA),205410809.0,Active
50270,30102,Custodial Account,3892995.0,Inactive/Dormant
50272,6536,Business Account,63135.0,Closed
50273,58163,Trust Account,778495222.0,Limited/Restricted
50276,8624,Trust Account,398.0,Inactive/Dormant
50278,42193,Business Account,6.0,Limited/Restricted
50279,54360,Business Account,90.0,Limited/Restricted
50294,25607,Individual Retirement Account (IRA),6645.0,Closed
50295,17750,Business Account,7.0,Active
50297,6113,Custodial Account,15946358.0,Limited/Restricted
50301,28322,Savings Account,6695722.0,Active
50305,12489,Business Account,652692.0,Blocked/Frozen
50306,64031,Individual Retirement Account (IRA),8998.0,Inactive/Dormant
50315,8684,Trust Account,311751243.0,Blocked/Frozen
50316,36735,Checking/Current Account,2.0,Active
50317,22992,Checking/Current Account,288845.0,Blocked/Frozen
50319,28429,Certificate of Deposit (CD),496.0,Blocked/Frozen
50323,45329,Checking/Current Account,15487.0,Inactive/Dormant
50326,8013,Savings Account,1324.0,Active
50327,3465,Business Account,422627326.0,Blocked/Frozen
50331,11327,Trust Account,1.0,Active
50337,8694,Individual Retirement Account (IRA),9807409.0,Closed
50338,1316,Savings Account,4538.0,Blocked/Frozen
50339,944,Business Account,2176.0,Active
50344,27222,Certificate of Deposit (CD),61382.0,Blocked/Frozen
50356,37766,Custodial Account,4537.0,Limited/Restricted
50364,40095,Trust Account,641811.0,Closed
50365,43143,Individual Retirement Account (IRA),85170.0,Defaulted
50370,25503,Checking/Current Account,544553746.0,Closed
50378,8432,Custodial Account,84174908.0,Defaulted
50379,45351,Checking/Current Account,67.0,Inactive/Dormant
50381,22235,Savings Account,924.0,Blocked/Frozen
50383,30706,Custodial Account,988328.0,Active
50386,4646,Business Account,57765.0,Limited/Restricted
50387,45911,Savings Account,1248219.0,Defaulted
50388,60273,Individual Retirement Account (IRA),13.0,Blocked/Frozen
50391,45666,Custodial Account,99353.0,Blocked/Frozen
50393,1945,Checking/Current Account,89.0,Inactive/Dormant
50399,21654,Custodial Account,98960.0,Inactive/Dormant
50405,63249,Savings Account,48962.0,Limited/Restricted
50420,53582,Individual Retirement Account (IRA),69.0,Blocked/Frozen
50423,39922,Business Account,7778655.0,Active
50428,60337,Individual Retirement Account (IRA),166610.0,Blocked/Frozen
50440,52375,Trust Account,9877.0,Defaulted
50449,25900,Individual Retirement Account (IRA),1.0,Inactive/Dormant
50453,43151,Savings Account,319.0,Limited/Restricted
50460,53706,Savings Account,8212158.0,Inactive/Dormant
50463,23422,Business Account,834.0,Active
50471,34161,Custodial Account,60719.0,Limited/Restricted
50473,61874,Certificate of Deposit (CD),38222592.0,Limited/Restricted
50479,64746,Individual Retirement Account (IRA),5.0,Limited/Restricted
50487,27753,Custodial Account,22.0,Inactive/Dormant
50490,12801,Savings Account,8171.0,Closed
50492,24309,Checking/Current Account,2773259.0,Defaulted
50496,3349,Custodial Account,10794007.0,Active
50499,53065,Certificate of Deposit (CD),24.0,Blocked/Frozen
50500,28654,Checking/Current Account,977269.0,Blocked/Frozen
50501,20814,Individual Retirement Account (IRA),114.0,Limited/Restricted
50505,48064,Savings Account,4465370.0,Limited/Restricted
50511,46793,Savings Account,13500464.0,Inactive/Dormant
50512,15160,Trust Account,4506011.0,Limited/Restricted
50516,30068,Certificate of Deposit (CD),3602.0,Defaulted
50521,33723,Individual Retirement Account (IRA),856351.0,Closed
50524,43234,Certificate of Deposit (CD),1399.0,Active
50525,55108,Trust Account,137.0,Blocked/Frozen
50527,56061,Trust Account,5231408.0,Defaulted
50528,55251,Custodial Account,2.0,Blocked/Frozen
50529,27039,Individual Retirement Account (IRA),362.0,Blocked/Frozen
50531,13802,Savings Account,741.0,Inactive/Dormant
50537,61909,Savings Account,1.0,Limited/Restricted
50539,6007,Individual Retirement Account (IRA),7349033.0,Active
50549,62414,Individual Retirement Account (IRA),56734970.0,Limited/Restricted
50551,59776,Savings Account,6453931.0,Inactive/Dormant
50555,20773,Certificate of Deposit (CD),8.0,Inactive/Dormant
50556,63951,Checking/Current Account,230.0,Limited/Restricted
50561,27916,Custodial Account,537121.0,Inactive/Dormant
50564,55485,Business Account,195.0,Defaulted
50576,27352,Individual Retirement Account (IRA),4765063.0,Defaulted
50583,32320,Trust Account,2318408.0,Blocked/Frozen
50584,24466,Certificate of Deposit (CD),1422768.0,Defaulted
50588,8749,Business Account,204097575.0,Limited/Restricted
50590,57275,Business Account,46886835.0,Limited/Restricted
50591,49107,Trust Account,397684.0,Limited/Restricted
50594,5709,Checking/Current Account,48436529.0,Blocked/Frozen
50596,19978,Certificate of Deposit (CD),382327276.0,Closed
50608,43708,Business Account,28956.0,Closed
50610,38684,Certificate of Deposit (CD),20952.0,Inactive/Dormant
50622,56155,Trust Account,2.0,Inactive/Dormant
50623,43622,Individual Retirement Account (IRA),592388131.0,Limited/Restricted
50624,38830,Checking/Current Account,952695.0,Active
50625,9383,Trust Account,367189031.0,Defaulted
50628,61723,Savings Account,2.0,Blocked/Frozen
50637,25566,Trust Account,81284.0,Limited/Restricted
50647,49350,Business Account,402017.0,Inactive/Dormant
50648,54720,Certificate of Deposit (CD),1.0,Limited/Restricted
50649,44891,Individual Retirement Account (IRA),12466058.0,Closed
50650,5725,Certificate of Deposit (CD),38065443.0,Defaulted
50654,29450,Custodial Account,9062.0,Closed
50655,48768,Certificate of Deposit (CD),23566954.0,Defaulted
50662,17980,Certificate of Deposit (CD),4.0,Inactive/Dormant
50665,40637,Business Account,9.0,Active
50675,37878,Trust Account,863825.0,Closed
50677,65376,Custodial Account,729304009.0,Closed
50684,197,Trust Account,85303.0,Active
50690,14056,Custodial Account,365515737.0,Defaulted
50691,36932,Business Account,660.0,Inactive/Dormant
50692,40573,Checking/Current Account,3.0,Limited/Restricted
50703,13990,Certificate of Deposit (CD),34867.0,Active
50707,11814,Savings Account,6.0,Defaulted
50708,31779,Business Account,660865.0,Blocked/Frozen
50709,20484,Checking/Current Account,245020.0,Blocked/Frozen
50710,35721,Business Account,1407895.0,Inactive/Dormant
50713,54974,Custodial Account,1422.0,Defaulted
50714,24187,Business Account,5742.0,Limited/Restricted
50716,11106,Trust Account,6.0,Blocked/Frozen
50719,28197,Certificate of Deposit (CD),537704.0,Defaulted
50721,31779,Custodial Account,883176.0,Closed
50722,42144,Checking/Current Account,2416908.0,Active
50725,47197,Individual Retirement Account (IRA),35864.0,Defaulted
50726,24842,Custodial Account,366561384.0,Blocked/Frozen
50729,7503,Business Account,9705658.0,Inactive/Dormant
50731,42808,Trust Account,5.0,Defaulted
50732,3096,Trust Account,5929.0,Active
50738,26558,Business Account,55.0,Active
50746,36336,Checking/Current Account,578616.0,Defaulted
50750,19265,Savings Account,21496.0,Blocked/Frozen
50751,56105,Certificate of Deposit (CD),5688.0,Blocked/Frozen
50752,34676,Individual Retirement Account (IRA),8.0,Defaulted
50754,15320,Business Account,1914.0,Closed
50755,61110,Business Account,9.0,Defaulted
50756,62460,Savings Account,275429960.0,Limited/Restricted
50760,28646,Business Account,92962.0,Limited/Restricted
50762,54981,Certificate of Deposit (CD),79919017.0,Blocked/Frozen
50763,33232,Custodial Account,594.0,Active
50768,49860,Business Account,79562306.0,Closed
50770,35104,Trust Account,62185028.0,Inactive/Dormant
50771,27815,Certificate of Deposit (CD),44.0,Closed
50777,64084,Trust Account,2433513.0,Blocked/Frozen
50780,26985,Savings Account,151739.0,Defaulted
50782,26472,Individual Retirement Account (IRA),48368.0,Active
50784,1024,Certificate of Deposit (CD),8831.0,Closed
50796,61264,Savings Account,984.0,Inactive/Dormant
50799,55230,Checking/Current Account,23.0,Limited/Restricted
50800,53991,Individual Retirement Account (IRA),7856.0,Inactive/Dormant
50802,1350,Checking/Current Account,33371.0,Active
50806,1052,Business Account,819.0,Closed
50809,16728,Savings Account,28.0,Active
50811,35941,Savings Account,724134328.0,Active
50814,27726,Custodial Account,282409836.0,Defaulted
50816,65356,Checking/Current Account,414751.0,Defaulted
50823,35243,Custodial Account,582645505.0,Limited/Restricted
50824,54926,Business Account,893697201.0,Limited/Restricted
50825,60431,Individual Retirement Account (IRA),356816.0,Defaulted
50827,18601,Checking/Current Account,0.0,Defaulted
50830,18797,Certificate of Deposit (CD),8.0,Inactive/Dormant
50833,62172,Savings Account,841886.0,Defaulted
50834,3314,Savings Account,9.0,Closed
50840,30949,Trust Account,1895.0,Closed
50843,65476,Custodial Account,3211.0,Defaulted
50852,9395,Trust Account,92.0,Inactive/Dormant
50856,21352,Trust Account,56.0,Active
50861,12263,Certificate of Deposit (CD),449897.0,Active
50867,38575,Custodial Account,327.0,Blocked/Frozen
50880,35683,Certificate of Deposit (CD),6042770.0,Defaulted
50881,19364,Trust Account,3941975.0,Limited/Restricted
50882,38012,Trust Account,88.0,Closed
50883,48392,Business Account,28301.0,Inactive/Dormant
50887,59980,Business Account,80.0,Closed
50888,7293,Checking/Current Account,2.0,Limited/Restricted
50889,5943,Savings Account,9345431.0,Inactive/Dormant
50890,4373,Individual Retirement Account (IRA),741.0,Active
50893,51968,Custodial Account,2114385.0,Inactive/Dormant
50904,55147,Checking/Current Account,98480.0,Blocked/Frozen
50905,60449,Custodial Account,7204497.0,Defaulted
50906,14933,Savings Account,316573.0,Active
50909,39951,Certificate of Deposit (CD),295.0,Inactive/Dormant
50911,19844,Savings Account,9381.0,Closed
50915,54349,Checking/Current Account,59448373.0,Inactive/Dormant
50916,48649,Custodial Account,408717487.0,Active
50917,20046,Certificate of Deposit (CD),9584.0,Active
50925,32212,Custodial Account,66937212.0,Limited/Restricted
50934,31273,Custodial Account,746814.0,Closed
50938,27834,Custodial Account,38803578.0,Active
50941,30845,Individual Retirement Account (IRA),23004.0,Defaulted
50942,57458,Custodial Account,7.0,Defaulted
50943,17445,Individual Retirement Account (IRA),76202210.0,Defaulted
50947,52052,Custodial Account,85289247.0,Blocked/Frozen
50948,1275,Certificate of Deposit (CD),69.0,Blocked/Frozen
50959,46851,Certificate of Deposit (CD),60.0,Active
50963,65171,Savings Account,498.0,Defaulted
50966,36123,Trust Account,3357069.0,Defaulted
50970,53949,Individual Retirement Account (IRA),988745461.0,Inactive/Dormant
50975,4977,Savings Account,904404338.0,Inactive/Dormant
50976,55140,Certificate of Deposit (CD),9991.0,Active
50984,56155,Custodial Account,3741.0,Closed
50987,315,Custodial Account,7388.0,Limited/Restricted
50999,5795,Individual Retirement Account (IRA),874967189.0,Limited/Restricted
51000,30734,Checking/Current Account,255.0,Limited/Restricted
51001,4986,Business Account,58853.0,Inactive/Dormant
51019,36099,Individual Retirement Account (IRA),8941.0,Defaulted
51026,42622,Savings Account,57067002.0,Inactive/Dormant
51027,45225,Trust Account,20024407.0,Closed
51028,63784,Checking/Current Account,49676.0,Active
51029,40032,Trust Account,546690.0,Limited/Restricted
51030,54247,Certificate of Deposit (CD),343134.0,Inactive/Dormant
51032,48951,Checking/Current Account,67096358.0,Inactive/Dormant
51034,6135,Business Account,989731850.0,Inactive/Dormant
51037,44819,Savings Account,8440.0,Limited/Restricted
51041,28834,Trust Account,94552.0,Active
51044,31696,Savings Account,719.0,Inactive/Dormant
51051,11101,Custodial Account,6924.0,Limited/Restricted
51054,58099,Business Account,1192262.0,Inactive/Dormant
51056,46491,Business Account,433431625.0,Blocked/Frozen
51062,62436,Business Account,870640.0,Limited/Restricted
51071,18612,Certificate of Deposit (CD),44.0,Inactive/Dormant
51073,64627,Savings Account,247028252.0,Defaulted
51074,49605,Checking/Current Account,5.0,Limited/Restricted
51076,31127,Trust Account,863157.0,Active
51077,51284,Certificate of Deposit (CD),2.0,Limited/Restricted
51078,60994,Trust Account,935.0,Defaulted
51081,54048,Custodial Account,3.0,Blocked/Frozen
51098,8898,Business Account,2.0,Inactive/Dormant
51109,44683,Checking/Current Account,874804.0,Inactive/Dormant
51114,25788,Certificate of Deposit (CD),49580.0,Limited/Restricted
51122,25848,Custodial Account,83.0,Closed
51123,30267,Certificate of Deposit (CD),140970.0,Active
51124,908,Certificate of Deposit (CD),29.0,Defaulted
51126,5755,Custodial Account,259707.0,Defaulted
51129,48933,Individual Retirement Account (IRA),50156.0,Limited/Restricted
51130,29145,Savings Account,4.0,Limited/Restricted
51131,52807,Savings Account,3610.0,Limited/Restricted
51134,55140,Trust Account,4996.0,Limited/Restricted
51136,41815,Checking/Current Account,3916.0,Blocked/Frozen
51144,31837,Savings Account,67924.0,Limited/Restricted
51151,38021,Individual Retirement Account (IRA),6.0,Defaulted
51152,56338,Individual Retirement Account (IRA),499.0,Limited/Restricted
51158,15137,Certificate of Deposit (CD),917065430.0,Limited/Restricted
51163,8530,Trust Account,600.0,Active
51165,35123,Custodial Account,47493934.0,Blocked/Frozen
51170,44615,Custodial Account,76.0,Blocked/Frozen
51172,41094,Individual Retirement Account (IRA),591.0,Active
51175,34797,Custodial Account,12528829.0,Blocked/Frozen
51176,9503,Custodial Account,316411618.0,Active
51178,30301,Savings Account,262.0,Closed
51180,24555,Business Account,885383098.0,Closed
51190,30994,Business Account,17.0,Defaulted
51196,41499,Individual Retirement Account (IRA),600433990.0,Closed
51211,27124,Trust Account,14746.0,Inactive/Dormant
51212,64631,Savings Account,68.0,Defaulted
51213,52733,Custodial Account,42125157.0,Inactive/Dormant
51216,38827,Savings Account,330678074.0,Blocked/Frozen
51219,53986,Checking/Current Account,740163.0,Limited/Restricted
51222,48555,Custodial Account,70295.0,Active
51226,15516,Custodial Account,2449.0,Defaulted
51233,33906,Certificate of Deposit (CD),136566212.0,Limited/Restricted
51240,21559,Custodial Account,99.0,Limited/Restricted
51242,34734,Trust Account,7.0,Blocked/Frozen
51248,15446,Trust Account,52640274.0,Defaulted
51252,54907,Savings Account,925999.0,Limited/Restricted
51253,40999,Certificate of Deposit (CD),13025402.0,Closed
51257,53339,Savings Account,735876.0,Closed
51258,63728,Individual Retirement Account (IRA),76.0,Blocked/Frozen
51272,40191,Checking/Current Account,628012.0,Defaulted
51281,43554,Certificate of Deposit (CD),78.0,Defaulted
51285,53283,Trust Account,8176653.0,Inactive/Dormant
51291,5614,Custodial Account,35672.0,Blocked/Frozen
51304,17897,Individual Retirement Account (IRA),91699071.0,Active
51309,46486,Business Account,12.0,Active
51316,28567,Custodial Account,262.0,Closed
51318,49718,Business Account,377733874.0,Blocked/Frozen
51322,36042,Individual Retirement Account (IRA),48501490.0,Defaulted
51329,6530,Certificate of Deposit (CD),300424571.0,Active
51333,16805,Custodial Account,49896326.0,Blocked/Frozen
51334,52006,Custodial Account,68858975.0,Blocked/Frozen
51336,48990,Checking/Current Account,379169.0,Defaulted
51341,27728,Business Account,245934.0,Defaulted
51342,5033,Checking/Current Account,237103607.0,Closed
51343,20638,Checking/Current Account,87237104.0,Closed
51347,30877,Trust Account,1073.0,Closed
51348,32142,Individual Retirement Account (IRA),36731.0,Limited/Restricted
51353,43073,Trust Account,27667.0,Limited/Restricted
51355,3058,Individual Retirement Account (IRA),53651341.0,Defaulted
51358,54641,Certificate of Deposit (CD),6225503.0,Defaulted
51362,7936,Individual Retirement Account (IRA),46006.0,Inactive/Dormant
51365,20103,Trust Account,7585.0,Closed
51368,2182,Checking/Current Account,25293.0,Limited/Restricted
51375,44952,Trust Account,77553.0,Active
51376,39832,Business Account,595.0,Defaulted
51377,21977,Trust Account,29272821.0,Defaulted
51382,8940,Custodial Account,748462.0,Active
51383,23935,Trust Account,9224414.0,Closed
51384,10719,Checking/Current Account,994.0,Defaulted
51387,33571,Business Account,6.0,Defaulted
51392,22551,Checking/Current Account,2228804.0,Blocked/Frozen
51395,52748,Custodial Account,13857.0,Closed
51397,40237,Business Account,4.0,Defaulted
51398,1947,Checking/Current Account,5.0,Defaulted
51399,21528,Savings Account,1217.0,Inactive/Dormant
51400,41728,Trust Account,16428321.0,Closed
51406,4193,Savings Account,673507.0,Closed
51408,6630,Trust Account,7306.0,Blocked/Frozen
51415,3177,Savings Account,63072612.0,Closed
51422,46459,Savings Account,1750464.0,Defaulted
51424,3330,Checking/Current Account,734846812.0,Limited/Restricted
51427,50346,Custodial Account,3205779.0,Blocked/Frozen
51430,60472,Trust Account,94564.0,Active
51431,64468,Savings Account,994158.0,Active
51441,33210,Certificate of Deposit (CD),221925.0,Limited/Restricted
51445,50886,Checking/Current Account,25.0,Limited/Restricted
51461,43114,Certificate of Deposit (CD),2731.0,Blocked/Frozen
51465,37946,Individual Retirement Account (IRA),75647.0,Limited/Restricted
51466,45693,Individual Retirement Account (IRA),47466.0,Limited/Restricted
51471,17804,Individual Retirement Account (IRA),5.0,Blocked/Frozen
51479,57458,Individual Retirement Account (IRA),378.0,Active
51480,53843,Individual Retirement Account (IRA),31041.0,Blocked/Frozen
51494,50064,Trust Account,837392305.0,Active
51510,16939,Trust Account,45336323.0,Defaulted
51511,62536,Business Account,35839.0,Active
51512,50984,Checking/Current Account,3.0,Closed
51515,16734,Certificate of Deposit (CD),797772.0,Closed
51517,1730,Trust Account,2.0,Limited/Restricted
51520,60305,Savings Account,66410480.0,Limited/Restricted
51524,53745,Custodial Account,24.0,Active
51531,63803,Trust Account,1561.0,Inactive/Dormant
51550,8066,Trust Account,8836886.0,Inactive/Dormant
51561,15483,Individual Retirement Account (IRA),376.0,Limited/Restricted
51565,10089,Savings Account,388136.0,Closed
51570,6472,Savings Account,901.0,Closed
51574,7295,Checking/Current Account,694.0,Closed
51575,56909,Custodial Account,1863762.0,Limited/Restricted
51578,50542,Trust Account,31.0,Inactive/Dormant
51581,31587,Savings Account,59016.0,Defaulted
51587,53176,Trust Account,3419147.0,Closed
51595,39276,Certificate of Deposit (CD),43491759.0,Limited/Restricted
51600,923,Custodial Account,4019833.0,Limited/Restricted
51601,10432,Custodial Account,32719.0,Blocked/Frozen
51602,24550,Savings Account,6973998.0,Limited/Restricted
51607,10703,Trust Account,9.0,Defaulted
51608,43624,Certificate of Deposit (CD),998436.0,Inactive/Dormant
51610,50810,Business Account,30805.0,Active
51612,28878,Custodial Account,773513555.0,Inactive/Dormant
51619,21765,Savings Account,260802.0,Limited/Restricted
51624,31595,Individual Retirement Account (IRA),3741940.0,Closed
51627,1324,Checking/Current Account,5351848.0,Defaulted
51628,31553,Checking/Current Account,7701423.0,Blocked/Frozen
51629,62494,Individual Retirement Account (IRA),710653035.0,Limited/Restricted
51631,18689,Checking/Current Account,5.0,Closed
51638,37273,Business Account,5.0,Inactive/Dormant
51640,33207,Business Account,628914.0,Inactive/Dormant
51642,25076,Savings Account,5.0,Limited/Restricted
51647,34712,Custodial Account,236703.0,Blocked/Frozen
51649,65058,Business Account,69773.0,Blocked/Frozen
51651,56071,Certificate of Deposit (CD),64157434.0,Defaulted
51652,14615,Certificate of Deposit (CD),3.0,Active
51662,22113,Savings Account,356884.0,Blocked/Frozen
51667,50910,Business Account,1712365.0,Closed
51677,14375,Trust Account,38780.0,Defaulted
51678,60829,Custodial Account,558006166.0,Blocked/Frozen
51684,32539,Certificate of Deposit (CD),1606735.0,Defaulted
51686,3045,Custodial Account,2243.0,Blocked/Frozen
51692,24297,Trust Account,666180.0,Limited/Restricted
51698,9123,Savings Account,1.0,Limited/Restricted
51699,57789,Checking/Current Account,0.0,Closed
51700,48623,Certificate of Deposit (CD),802.0,Inactive/Dormant
51702,9109,Certificate of Deposit (CD),16231.0,Active
51705,2888,Business Account,93057.0,Active
51706,41522,Business Account,55627.0,Blocked/Frozen
51715,22540,Checking/Current Account,3720.0,Active
51717,35425,Trust Account,9.0,Active
51724,49566,Trust Account,5279.0,Limited/Restricted
51738,19226,Savings Account,23641773.0,Blocked/Frozen
51740,30877,Custodial Account,2.0,Closed
51750,60028,Business Account,77.0,Active
51752,39609,Trust Account,84.0,Blocked/Frozen
51753,36364,Savings Account,1.0,Defaulted
51759,42762,Checking/Current Account,1.0,Blocked/Frozen
51762,14838,Individual Retirement Account (IRA),96.0,Closed
51767,46927,Business Account,586181422.0,Active
51768,8722,Custodial Account,9.0,Inactive/Dormant
51773,45045,Checking/Current Account,16.0,Blocked/Frozen
51775,23497,Checking/Current Account,6255710.0,Inactive/Dormant
51778,61071,Individual Retirement Account (IRA),6697755.0,Closed
51781,11868,Business Account,7.0,Inactive/Dormant
51786,25370,Checking/Current Account,14972378.0,Inactive/Dormant
51787,19734,Individual Retirement Account (IRA),597631292.0,Active
51789,60259,Individual Retirement Account (IRA),61.0,Limited/Restricted
51799,43673,Savings Account,58685528.0,Blocked/Frozen
51800,22185,Checking/Current Account,79551.0,Active
51802,10077,Savings Account,795247.0,Closed
51803,33295,Custodial Account,27824.0,Inactive/Dormant
51813,1242,Individual Retirement Account (IRA),5.0,Active
51818,26218,Savings Account,10.0,Inactive/Dormant
51820,4826,Checking/Current Account,6651.0,Active
51822,29713,Trust Account,571.0,Active
51831,26901,Trust Account,86.0,Defaulted
51832,5866,Certificate of Deposit (CD),239173.0,Closed
51836,61916,Custodial Account,1.0,Blocked/Frozen
51844,25487,Individual Retirement Account (IRA),3680943.0,Inactive/Dormant
51849,50858,Checking/Current Account,8511.0,Limited/Restricted
51854,37031,Certificate of Deposit (CD),3.0,Active
51862,35408,Savings Account,5970545.0,Active
51867,12170,Individual Retirement Account (IRA),94983.0,Inactive/Dormant
51869,15212,Trust Account,57388541.0,Limited/Restricted
51871,6844,Custodial Account,1565214.0,Active
51876,57331,Checking/Current Account,1551.0,Limited/Restricted
51877,21868,Individual Retirement Account (IRA),7109953.0,Inactive/Dormant
51878,49977,Trust Account,8158.0,Closed
51882,34981,Checking/Current Account,365512450.0,Defaulted
51886,39573,Savings Account,1.0,Limited/Restricted
51891,30549,Trust Account,494.0,Active
51892,23481,Business Account,36311.0,Closed
51893,17409,Savings Account,86715848.0,Active
51894,4639,Savings Account,293.0,Closed
51897,34571,Business Account,644311.0,Inactive/Dormant
51898,57043,Checking/Current Account,5258465.0,Inactive/Dormant
51908,34107,Checking/Current Account,515708.0,Limited/Restricted
51913,12962,Savings Account,235956561.0,Closed
51914,33424,Certificate of Deposit (CD),607494.0,Inactive/Dormant
51921,37637,Checking/Current Account,2.0,Inactive/Dormant
51922,56726,Checking/Current Account,10.0,Blocked/Frozen
51924,30561,Custodial Account,0.0,Limited/Restricted
51928,43151,Trust Account,0.0,Limited/Restricted
51944,27982,Checking/Current Account,50542120.0,Defaulted
51947,18601,Certificate of Deposit (CD),397.0,Closed
51948,60363,Individual Retirement Account (IRA),73.0,Blocked/Frozen
51954,37194,Certificate of Deposit (CD),7.0,Blocked/Frozen
51961,29057,Custodial Account,57482.0,Inactive/Dormant
51975,61806,Savings Account,1441885.0,Active
51980,460,Individual Retirement Account (IRA),2.0,Closed
51985,11041,Savings Account,63.0,Limited/Restricted
51987,165,Certificate of Deposit (CD),749556.0,Inactive/Dormant
51992,49609,Business Account,5212976.0,Limited/Restricted
51994,37637,Certificate of Deposit (CD),5559148.0,Closed
51996,18797,Trust Account,170906.0,Inactive/Dormant
51999,26529,Business Account,119009512.0,Defaulted
52005,10476,Business Account,69698.0,Limited/Restricted
52007,12393,Certificate of Deposit (CD),57.0,Closed
52014,24090,Business Account,48136447.0,Blocked/Frozen
52016,8846,Trust Account,274823758.0,Closed
52019,37841,Checking/Current Account,8054367.0,Limited/Restricted
52020,29192,Custodial Account,291.0,Active
52022,51944,Trust Account,47602.0,Limited/Restricted
52040,5943,Business Account,8651.0,Active
52044,16353,Business Account,200.0,Limited/Restricted
52052,5027,Business Account,3.0,Inactive/Dormant
52053,17195,Certificate of Deposit (CD),225116348.0,Limited/Restricted
52055,58505,Certificate of Deposit (CD),13981515.0,Active
52059,7020,Individual Retirement Account (IRA),700697568.0,Limited/Restricted
52060,61948,Custodial Account,4.0,Limited/Restricted
52061,52971,Trust Account,145374018.0,Active
52062,52625,Checking/Current Account,6546961.0,Limited/Restricted
52067,33776,Savings Account,83266.0,Active
52071,30274,Checking/Current Account,7815.0,Active
52076,8749,Custodial Account,51082.0,Blocked/Frozen
52078,58752,Custodial Account,95624892.0,Inactive/Dormant
52086,46609,Trust Account,541721.0,Inactive/Dormant
52088,10492,Trust Account,813649.0,Inactive/Dormant
52100,31869,Checking/Current Account,271861.0,Limited/Restricted
52115,9136,Trust Account,1.0,Inactive/Dormant
52120,11876,Business Account,5.0,Inactive/Dormant
52132,11003,Checking/Current Account,46.0,Active
52134,16468,Checking/Current Account,8.0,Active
52141,43260,Savings Account,4.0,Limited/Restricted
52142,8920,Checking/Current Account,9443.0,Inactive/Dormant
52150,19503,Savings Account,25.0,Active
52152,13807,Custodial Account,17994613.0,Defaulted
52158,47288,Certificate of Deposit (CD),128.0,Inactive/Dormant
52161,36784,Certificate of Deposit (CD),56.0,Active
52166,7020,Custodial Account,785484.0,Closed
52174,39425,Checking/Current Account,51092.0,Closed
52176,22248,Certificate of Deposit (CD),60902869.0,Blocked/Frozen
52177,36248,Certificate of Deposit (CD),415941735.0,Limited/Restricted
52178,15727,Trust Account,93587229.0,Defaulted
52179,35362,Business Account,92799319.0,Blocked/Frozen
52181,53931,Business Account,0.0,Closed
52182,15695,Business Account,6537.0,Blocked/Frozen
52184,12206,Checking/Current Account,2305645.0,Active
52186,27524,Trust Account,97973.0,Blocked/Frozen
52190,58313,Savings Account,2811.0,Limited/Restricted
52191,61770,Business Account,3696698.0,Inactive/Dormant
52192,44724,Certificate of Deposit (CD),39776551.0,Closed
52195,7908,Business Account,706835.0,Blocked/Frozen
52207,60422,Business Account,722930772.0,Inactive/Dormant
52216,1296,Savings Account,87667.0,Active
