credit_id,customer_id,credit_score,credit_limit
56812,37608,800 - 850,619732.0
56813,8420,800 - 850,5.0
56818,52969,800 - 850,2766789.0
56819,48613,740 - 799,719120.0
56822,41880,670 - 739,7987.0
56825,33258,580 - 669,18.0
56826,53283,800 - 850,83658389.0
56830,63901,300 - 579,68812659.0
56836,15158,740 - 799,15566.0
56847,3496,740 - 799,7.0
56854,26602,580 - 669,3.0
56865,50242,580 - 669,64933.0
56867,57482,670 - 739,195.0
56871,24813,300 - 579,79730327.0
56872,60542,670 - 739,4360362.0
56877,31733,670 - 739,12925.0
56879,17078,740 - 799,610736459.0
56880,1363,580 - 669,8978112.0
56883,5894,800 - 850,34974885.0
56886,43855,300 - 579,8796296.0
56888,53408,670 - 739,569.0
56892,60530,670 - 739,1277795.0
56894,54772,580 - 669,1312024.0
56897,44109,670 - 739,7869.0
56898,60920,800 - 850,9339.0
56902,9733,670 - 739,840882825.0
56903,39337,740 - 799,4257.0
56904,42013,300 - 579,40491930.0
56908,11893,670 - 739,38151.0
56915,53387,580 - 669,463.0
56917,60355,580 - 669,76972.0
56923,27563,300 - 579,707755.0
56926,54372,670 - 739,75.0
56927,34293,580 - 669,45.0
56929,16458,800 - 850,78035.0
56935,46516,740 - 799,568.0
56938,53538,740 - 799,98.0
56944,27183,670 - 739,50659.0
56947,39105,670 - 739,6767.0
56956,40298,300 - 579,15783925.0
56959,5709,800 - 850,36999.0
56962,4481,800 - 850,947.0
56965,479,300 - 579,45.0
56966,29325,580 - 669,62455685.0
56971,4255,300 - 579,77460722.0
56977,25003,580 - 669,9131.0
56983,47640,740 - 799,897922.0
56988,65067,300 - 579,3180947.0
56991,62136,740 - 799,20637.0
56994,48777,800 - 850,8404.0
56995,4255,580 - 669,732.0
56997,12066,300 - 579,217165.0
57001,54323,800 - 850,241336.0
57003,31708,580 - 669,929.0
57004,4286,740 - 799,36603167.0
57005,59127,800 - 850,552.0
57009,17753,670 - 739,4116.0
57010,9625,800 - 850,6579.0
57011,53177,300 - 579,59291.0
57014,4370,740 - 799,9752.0
57018,23300,740 - 799,4376.0
57020,7472,670 - 739,39.0
57024,44751,740 - 799,9480.0
57026,27976,800 - 850,9.0
57031,45587,300 - 579,48209.0
57038,36083,740 - 799,6.0
57039,15745,800 - 850,8500146.0
57041,30320,300 - 579,2987.0
57047,6007,740 - 799,130.0
57052,62164,300 - 579,98002.0
57053,33705,300 - 579,435043852.0
57054,5332,580 - 669,152097293.0
57063,65166,300 - 579,48176.0
57064,29835,580 - 669,798521.0
57065,22113,800 - 850,886952.0
57072,43998,740 - 799,471136.0
57077,27117,580 - 669,2357.0
57093,47153,670 - 739,29.0
57094,12837,740 - 799,398312106.0
57096,9733,670 - 739,43653.0
57097,29334,580 - 669,2522.0
57098,24941,300 - 579,344.0
57102,30972,670 - 739,17.0
57103,58848,300 - 579,721526.0
57105,16041,800 - 850,269783840.0
57108,27288,300 - 579,221059072.0
57118,44231,800 - 850,4.0
57122,58662,300 - 579,4382.0
57123,20692,670 - 739,1270.0
57125,47001,800 - 850,267596.0
57126,35412,800 - 850,58058150.0
57128,11979,670 - 739,2183.0
57130,3228,300 - 579,31778288.0
57133,20741,670 - 739,9050467.0
57136,47521,300 - 579,458526243.0
57140,52863,580 - 669,7476421.0
57148,46496,300 - 579,8.0
57149,36798,800 - 850,42585.0
57156,46194,300 - 579,460620891.0
57160,64137,800 - 850,247572455.0
57161,41131,670 - 739,493331.0
57165,58388,300 - 579,90966281.0
57170,8291,740 - 799,37775590.0
57175,44332,740 - 799,2960.0
57179,15926,670 - 739,0.0
57180,18094,580 - 669,313608231.0
57193,45982,740 - 799,381092.0
57197,30782,670 - 739,3628019.0
57201,26601,800 - 850,286961.0
57205,54974,300 - 579,5.0
57207,4608,580 - 669,87473318.0
57209,31598,800 - 850,6.0
57220,1188,670 - 739,24906.0
57227,12764,740 - 799,196603.0
57228,19719,670 - 739,534.0
57240,61728,800 - 850,671897235.0
57242,48551,800 - 850,43716.0
57248,33252,580 - 669,154.0
57256,8333,740 - 799,3297.0
57260,31655,740 - 799,298.0
57261,26007,300 - 579,8268826.0
57262,14513,740 - 799,69990701.0
57266,50458,580 - 669,61452884.0
57267,9526,580 - 669,960.0
57272,37082,740 - 799,666550.0
57275,11345,800 - 850,66.0
57276,35446,580 - 669,3.0
57278,63350,580 - 669,51144.0
57280,9165,800 - 850,708.0
57281,32161,300 - 579,8670485.0
57284,37682,300 - 579,7.0
57287,12839,740 - 799,34153.0
57288,3410,740 - 799,231632971.0
57290,32487,670 - 739,0.0
57293,17039,740 - 799,36388411.0
57297,33669,670 - 739,29.0
57298,32859,740 - 799,4209498.0
57299,34066,580 - 669,1573.0
57301,23871,800 - 850,2359754.0
57305,42177,670 - 739,767.0
57312,1874,580 - 669,487.0
57322,16027,670 - 739,8.0
57324,58366,740 - 799,9871763.0
57329,59418,670 - 739,23400.0
57330,20227,740 - 799,2389979.0
57336,19215,670 - 739,3748.0
57338,63076,670 - 739,11794771.0
57342,9381,580 - 669,76490.0
57345,57848,300 - 579,73776992.0
57348,71,300 - 579,39857641.0
57349,15446,580 - 669,4411338.0
57351,1350,670 - 739,663478.0
57357,12569,800 - 850,26306.0
57360,59740,580 - 669,66002.0
57366,35808,580 - 669,881917573.0
57367,57764,670 - 739,844352.0
57374,14793,300 - 579,7.0
57375,38502,800 - 850,95426584.0
57376,39457,300 - 579,1.0
57377,52501,800 - 850,657.0
57385,30169,580 - 669,251975.0
57388,33736,670 - 739,27.0
57396,3953,740 - 799,2429.0
57398,6560,580 - 669,301212.0
57399,31452,580 - 669,998.0
57408,45329,300 - 579,77082.0
57411,40114,300 - 579,496107565.0
57412,61693,800 - 850,6.0
57415,23123,800 - 850,39160.0
57421,43655,580 - 669,3834.0
57423,10864,300 - 579,23898.0
57429,34205,580 - 669,6.0
57431,40826,800 - 850,6.0
57439,10589,580 - 669,1195.0
57443,63575,300 - 579,9485426.0
57444,22378,740 - 799,32658.0
57448,44551,580 - 669,3108800.0
57449,58241,300 - 579,63.0
57454,29441,300 - 579,13865.0
57457,50857,740 - 799,175391300.0
57466,11508,300 - 579,969508.0
57470,3424,670 - 739,18125643.0
57471,37040,300 - 579,58526903.0
57472,27679,300 - 579,27554.0
57474,51620,300 - 579,123170.0
57475,28703,800 - 850,324728.0
57478,21426,670 - 739,467455830.0
57490,54502,670 - 739,45026.0
57492,52845,300 - 579,733.0
57494,9375,300 - 579,277.0
57495,17342,670 - 739,17409.0
57497,53763,580 - 669,542149.0
57500,34968,670 - 739,97604.0
57509,7799,580 - 669,40.0
57510,30996,300 - 579,36693.0
57515,4133,800 - 850,2.0
57517,27824,300 - 579,1.0
57521,63198,740 - 799,6099.0
57525,64214,740 - 799,9376.0
57531,39997,740 - 799,90752141.0
57535,56919,300 - 579,9181.0
57537,905,800 - 850,3.0
57543,61974,740 - 799,103.0
57544,1879,580 - 669,29919.0
57548,29444,300 - 579,55.0
57550,12631,580 - 669,16.0
57551,39591,740 - 799,3382.0
57553,7007,580 - 669,33081.0
57559,818,800 - 850,73988.0
57560,4651,740 - 799,64118.0
57563,12591,300 - 579,141.0
57567,53582,300 - 579,504.0
57570,60277,740 - 799,75615527.0
57575,4512,300 - 579,94494.0
57579,10459,800 - 850,14731.0
57592,16970,740 - 799,945560.0
57595,2075,580 - 669,880240.0
57598,538,300 - 579,690.0
57610,36306,300 - 579,158444294.0
57612,57608,300 - 579,12184.0
57614,50720,300 - 579,873.0
57615,54104,300 - 579,80740.0
57617,18324,300 - 579,1565657.0
57619,13777,740 - 799,28934.0
57625,53139,740 - 799,36227491.0
57626,56829,580 - 669,742249197.0
57632,63907,670 - 739,883930.0
57642,29807,670 - 739,622919.0
57644,27524,670 - 739,4275451.0
57648,35047,670 - 739,29290.0
57649,10912,580 - 669,6178.0
57650,21454,670 - 739,3267.0
57656,65177,800 - 850,638637163.0
57660,14143,670 - 739,568342585.0
57671,56217,740 - 799,381958.0
57672,22694,800 - 850,497376.0
57675,33490,580 - 669,84.0
57677,42859,300 - 579,8.0
57679,24091,740 - 799,3163.0
57684,36647,800 - 850,391195.0
57687,49593,300 - 579,257572.0
57692,55749,300 - 579,269077.0
57695,37483,800 - 850,601.0
57704,46376,580 - 669,3352932.0
57711,22475,740 - 799,473.0
57715,37405,580 - 669,87826816.0
57718,43271,580 - 669,558459483.0
57719,60422,740 - 799,826.0
57728,50271,800 - 850,674598198.0
57729,33961,580 - 669,135984.0
57743,62963,800 - 850,409227138.0
57753,59042,670 - 739,7.0
57755,59362,740 - 799,7250134.0
57758,54370,300 - 579,267595.0
57763,17151,740 - 799,5165290.0
57768,17506,670 - 739,798.0
57772,3696,670 - 739,9136473.0
57775,38901,300 - 579,7119661.0
57776,22077,670 - 739,122834431.0
57782,60891,800 - 850,3.0
57789,25566,800 - 850,539035196.0
57790,36931,670 - 739,1726999.0
57793,45455,800 - 850,8.0
57800,37203,740 - 799,568.0
57801,19066,580 - 669,22965.0
57803,48062,580 - 669,2.0
57805,8185,800 - 850,2.0
57810,39198,580 - 669,8.0
57813,61863,740 - 799,245.0
57815,12662,670 - 739,2457.0
57819,31384,580 - 669,8.0
57834,52640,300 - 579,6077543.0
57837,27447,300 - 579,342.0
57838,17546,800 - 850,32714112.0
57839,53382,740 - 799,56842.0
57843,60577,740 - 799,72.0
57845,8211,800 - 850,949909536.0
57855,56531,670 - 739,9.0
57857,45845,580 - 669,97212279.0
57860,12205,580 - 669,3889.0
57863,28126,300 - 579,276346.0
57865,19390,800 - 850,750.0
57866,30881,670 - 739,8550.0
57871,53986,580 - 669,706.0
57873,17584,800 - 850,55541.0
57875,65402,580 - 669,54350.0
57876,22593,580 - 669,8995176.0
57879,31082,740 - 799,678383.0
57886,47336,670 - 739,389589.0
57888,18301,800 - 850,702834.0
57890,15694,740 - 799,79.0
57892,33329,670 - 739,6876941.0
57898,49107,580 - 669,723.0
57900,28768,740 - 799,824.0
57902,59559,300 - 579,8161.0
57904,33445,670 - 739,8.0
57905,43545,740 - 799,320.0
57906,49242,580 - 669,8605.0
57924,49687,300 - 579,326211.0
57926,1932,300 - 579,19407.0
57927,46245,740 - 799,53400.0
57934,19174,800 - 850,75791.0
57939,5742,580 - 669,26787855.0
57940,15458,670 - 739,33.0
57948,59897,740 - 799,8786.0
57960,24034,740 - 799,6667.0
57967,29861,300 - 579,62.0
57969,61503,300 - 579,733432907.0
57974,61,580 - 669,69434123.0
57976,28748,580 - 669,126092.0
57978,30861,670 - 739,93195.0
57982,14938,580 - 669,5294.0
57984,60962,580 - 669,95684.0
57988,58193,740 - 799,72395291.0
57994,32756,580 - 669,765160289.0
57995,47515,800 - 850,12006.0
58000,60962,580 - 669,6348.0
58003,18358,300 - 579,443314381.0
58004,43271,300 - 579,538771.0
58005,3359,670 - 739,72101886.0
58007,21431,670 - 739,2.0
58008,51514,670 - 739,23847.0
58009,12433,580 - 669,22870244.0
58011,3432,300 - 579,694.0
58014,3056,300 - 579,9490904.0
58024,46897,800 - 850,1369.0
58029,14815,580 - 669,726.0
58037,48961,300 - 579,21492.0
58052,46553,740 - 799,111392.0
58053,9508,670 - 739,7074.0
58056,7902,300 - 579,76940662.0
58057,42915,300 - 579,5.0
58071,61165,800 - 850,15928487.0
58072,31340,800 - 850,2143114.0
58073,45529,300 - 579,695054978.0
58079,3529,800 - 850,51.0
58081,11080,300 - 579,881339.0
58082,26002,800 - 850,0.0
58091,19547,300 - 579,2629250.0
58092,17493,740 - 799,46752738.0
58094,2127,670 - 739,785.0
58103,42859,300 - 579,332.0
58105,5339,670 - 739,29094027.0
58113,7445,670 - 739,5620.0
58114,54803,670 - 739,84.0
58135,41194,670 - 739,892871.0
58137,40981,580 - 669,6090.0
58141,61909,300 - 579,9258.0
58144,44909,800 - 850,6899.0
58145,30127,800 - 850,21.0
58147,59162,580 - 669,1.0
58150,2362,740 - 799,6297343.0
58156,51320,670 - 739,947170.0
58158,24711,580 - 669,566761095.0
58159,315,740 - 799,78469038.0
58174,42762,740 - 799,6.0
58187,22817,580 - 669,279063.0
58193,39151,300 - 579,44950987.0
58194,54720,800 - 850,787157254.0
58197,9870,800 - 850,44205.0
58203,42013,670 - 739,65269114.0
58206,22910,800 - 850,632105634.0
58213,55547,300 - 579,5123.0
58215,44367,740 - 799,2829.0
58217,64974,580 - 669,5.0
58218,46185,740 - 799,94.0
58222,39197,800 - 850,31111793.0
58226,39810,670 - 739,9025.0
58234,22499,800 - 850,428258689.0
58242,33925,800 - 850,417462637.0
58250,4433,300 - 579,68268142.0
58257,43295,740 - 799,18631415.0
58265,24845,670 - 739,18.0
58270,13711,800 - 850,55.0
58276,20142,800 - 850,787698.0
58278,27488,300 - 579,59.0
58281,28156,740 - 799,644024.0
58282,39253,800 - 850,25112879.0
58287,24983,670 - 739,2124299.0
58289,41891,300 - 579,414969.0
58291,39022,740 - 799,70455.0
58293,37040,300 - 579,83.0
58295,18696,670 - 739,864.0
58308,37651,670 - 739,4.0
58311,11534,580 - 669,8120467.0
58314,59142,300 - 579,5414.0
58315,7848,580 - 669,527128527.0
58326,5922,670 - 739,3.0
58332,35073,800 - 850,10333.0
58334,10251,740 - 799,19695071.0
58335,61120,740 - 799,52563034.0
58336,47423,740 - 799,22.0
58338,11710,580 - 669,457299873.0
58344,13291,300 - 579,49.0
58345,30571,800 - 850,89841716.0
58348,29263,580 - 669,77.0
58352,47740,800 - 850,11535.0
58354,55813,740 - 799,771608896.0
58357,9655,740 - 799,17.0
58359,23221,670 - 739,268.0
58361,36735,300 - 579,7912673.0
58362,23123,300 - 579,4.0
58365,29127,300 - 579,583999413.0
58368,50904,300 - 579,1749.0
58372,43597,800 - 850,776.0
58373,45329,740 - 799,516070555.0
58376,24265,580 - 669,12.0
58377,15195,740 - 799,301831.0
58378,28948,740 - 799,7.0
58379,9530,740 - 799,81.0
58384,5408,740 - 799,6483.0
58388,27366,300 - 579,57269.0
58393,14483,670 - 739,48552944.0
58400,47719,670 - 739,20709781.0
58407,35606,670 - 739,738036.0
58410,49718,670 - 739,106.0
58411,20278,670 - 739,5.0
58412,59127,800 - 850,25426695.0
58427,63640,300 - 579,58172982.0
58430,17958,580 - 669,707575.0
58443,50151,800 - 850,945.0
58449,21685,740 - 799,57819.0
58454,63092,670 - 739,695.0
58455,38321,800 - 850,733388605.0
58457,48546,300 - 579,9712.0
58461,24036,580 - 669,2.0
58462,47538,300 - 579,5.0
58464,2403,580 - 669,50916602.0
58465,27426,740 - 799,9753.0
58467,47223,800 - 850,944880477.0
58473,24249,800 - 850,4.0
58478,23666,800 - 850,134871.0
58484,493,800 - 850,63973208.0
58491,36756,800 - 850,9079428.0
58492,20954,740 - 799,40178469.0
58495,35808,670 - 739,4334.0
58496,10077,800 - 850,82428.0
58498,7799,300 - 579,863.0
58499,7345,800 - 850,727.0
58500,22169,670 - 739,52356105.0
58501,25780,300 - 579,7788713.0
58503,16475,300 - 579,3347.0
58505,31775,580 - 669,1949237.0
58507,39104,300 - 579,21226265.0
58509,49321,670 - 739,919.0
58513,53197,580 - 669,196489.0
58516,50830,300 - 579,282522362.0
58519,45241,800 - 850,7.0
58521,60054,670 - 739,92331324.0
58525,12943,740 - 799,472246.0
58526,23441,300 - 579,27.0
58529,35123,580 - 669,99.0
58532,46814,670 - 739,31037.0
58535,30231,580 - 669,9744000.0
58539,27760,800 - 850,785.0
58558,11873,670 - 739,1882.0
58561,33313,300 - 579,246902.0
58562,61117,580 - 669,7404417.0
58565,51944,670 - 739,436590.0
58567,11181,300 - 579,1826190.0
58576,4691,670 - 739,996844559.0
58578,1055,580 - 669,908392.0
58584,22016,740 - 799,7328806.0
58586,43654,580 - 669,25252.0
58591,64389,670 - 739,22803.0
58600,41324,580 - 669,8935.0
58604,53854,670 - 739,126.0
58610,24397,580 - 669,5.0
58615,46928,580 - 669,436255154.0
58618,1053,580 - 669,2.0
58626,36338,300 - 579,903973152.0
58640,35960,670 - 739,55382624.0
58642,38773,300 - 579,73314.0
58643,43708,300 - 579,928.0
58653,32770,800 - 850,5668067.0
58655,55176,300 - 579,155285.0
58670,58253,300 - 579,145579.0
58671,32875,800 - 850,86886997.0
58683,39105,670 - 739,43900.0
58685,41046,670 - 739,6381.0
58688,62320,670 - 739,52440906.0
58698,7750,580 - 669,43336.0
58699,46056,300 - 579,28.0
58701,14686,670 - 739,16900.0
58706,55146,300 - 579,11263.0
58722,27885,740 - 799,62234023.0
58723,19610,580 - 669,560930150.0
58725,21226,800 - 850,967.0
58727,58817,670 - 739,953967690.0
58731,2012,670 - 739,564.0
58735,35492,580 - 669,9.0
58739,725,300 - 579,18.0
58741,7995,580 - 669,897640.0
58748,28550,580 - 669,7618.0
58749,16164,300 - 579,4176.0
58752,49360,580 - 669,6432.0
58753,27179,670 - 739,31082531.0
58754,38005,670 - 739,191.0
58758,43648,670 - 739,31.0
58767,9047,670 - 739,404.0
58770,20917,300 - 579,2480.0
58783,9365,800 - 850,30440364.0
58785,48961,300 - 579,4607624.0
58786,30697,800 - 850,93.0
58792,48390,580 - 669,80312.0
58794,24090,800 - 850,45.0
58796,5574,740 - 799,236744.0
58800,13711,740 - 799,437732012.0
58802,138,670 - 739,6184.0
58804,21180,800 - 850,41933161.0
58805,5091,800 - 850,20758142.0
58807,58317,800 - 850,223.0
58811,32112,300 - 579,657087.0
58812,24091,300 - 579,92.0
58815,56009,740 - 799,7.0
58816,14542,580 - 669,9825073.0
58818,53949,580 - 669,428088.0
58819,12917,300 - 579,53128652.0
58823,6258,740 - 799,1.0
58831,7902,580 - 669,331352224.0
58833,49581,740 - 799,289070.0
58834,18351,670 - 739,96127.0
58849,26487,800 - 850,3394.0
58851,43981,580 - 669,25421922.0
58852,60315,670 - 739,7981179.0
58860,51786,670 - 739,6380476.0
58861,38591,580 - 669,46499607.0
58871,47339,670 - 739,1720768.0
58874,20904,300 - 579,68082924.0
58883,47336,580 - 669,56471.0
58884,64627,300 - 579,24602.0
58885,26374,670 - 739,662611195.0
58886,44845,670 - 739,1.0
58887,5930,670 - 739,50.0
58893,60727,740 - 799,417877.0
58894,12976,740 - 799,559.0
58901,44568,300 - 579,40507.0
58903,16773,300 - 579,90706.0
58904,64292,800 - 850,272542.0
58907,15011,740 - 799,779575757.0
58908,55684,670 - 739,621746831.0
58909,35593,670 - 739,62072550.0
58910,4373,580 - 669,31.0
58912,46897,580 - 669,82.0
58913,63952,740 - 799,95.0
58915,27887,580 - 669,3.0
58916,6938,670 - 739,165143.0
58920,64836,800 - 850,401600349.0
58927,14478,580 - 669,7033.0
58928,34583,800 - 850,19.0
58929,63528,670 - 739,484665.0
58935,54177,300 - 579,8.0
58937,38897,800 - 850,97841613.0
58940,52765,580 - 669,673365.0
58945,2576,670 - 739,11686.0
58951,37946,300 - 579,65894.0
58952,62336,300 - 579,29.0
58954,9897,300 - 579,35.0
58965,814,740 - 799,7182272.0
58967,26292,300 - 579,4832427.0
58976,48777,300 - 579,43663.0
58977,38133,580 - 669,77445536.0
58979,18545,580 - 669,937237332.0
58984,39956,300 - 579,354385.0
58985,42524,670 - 739,59.0
58989,41046,800 - 850,7754.0
58990,34734,740 - 799,270005660.0
58991,45835,800 - 850,3260.0
58993,9548,800 - 850,7506.0
58994,18667,800 - 850,18365.0
58996,60394,740 - 799,72.0
59001,35957,740 - 799,817162.0
59006,9804,300 - 579,9.0
59007,3411,800 - 850,9404.0
59008,7386,800 - 850,4853868.0
59010,48761,740 - 799,439583425.0
59013,18016,670 - 739,4551822.0
59019,44596,670 - 739,8.0
59021,9910,800 - 850,926690767.0
59022,23794,670 - 739,454511.0
59025,9705,300 - 579,52629408.0
59035,1485,670 - 739,0.0
59038,63156,300 - 579,5620.0
59039,55563,580 - 669,218954860.0
59046,2958,740 - 799,55658.0
59047,37693,740 - 799,43.0
59058,48267,670 - 739,45828115.0
59068,33262,670 - 739,8287.0
59071,28250,740 - 799,1903.0
59072,1566,740 - 799,2.0
59080,22591,300 - 579,4352491.0
59084,5118,670 - 739,8277214.0
59085,25632,580 - 669,38.0
59086,59167,670 - 739,91509.0
59087,10039,800 - 850,909.0
59089,40264,300 - 579,644295.0
59091,11275,300 - 579,36390.0
59097,10806,800 - 850,26408413.0
59101,42281,800 - 850,7.0
59105,24036,670 - 739,59.0
59109,49609,300 - 579,419826423.0
59115,22169,800 - 850,95.0
59118,20479,300 - 579,995.0
59119,44845,300 - 579,375640.0
59123,11467,670 - 739,5820093.0
59127,64239,300 - 579,266.0
59128,16450,800 - 850,6482382.0
59129,40567,580 - 669,368.0
59130,23981,670 - 739,40951470.0
59138,4962,670 - 739,87859.0
59140,18678,670 - 739,652.0
59142,15310,670 - 739,702618.0
59143,22181,580 - 669,545502724.0
59146,55311,800 - 850,8396.0
59154,23935,800 - 850,91390143.0
59155,65018,580 - 669,665727096.0
59157,20085,580 - 669,9782754.0
59159,57387,800 - 850,4454752.0
59167,30485,740 - 799,958301372.0
59168,57271,580 - 669,0.0
59169,37189,300 - 579,857.0
59172,30734,670 - 739,6707.0
59175,57361,580 - 669,888457310.0
59180,20953,580 - 669,416.0
59183,59852,800 - 850,262401.0
59184,28657,670 - 739,66945645.0
59185,63169,300 - 579,400.0
59196,19637,580 - 669,9937119.0
59201,40228,670 - 739,9508402.0
59204,22969,800 - 850,2868377.0
59206,57968,300 - 579,16.0
59207,35962,800 - 850,23.0
59212,64356,300 - 579,5812891.0
59213,13411,800 - 850,2779288.0
59215,15029,300 - 579,966986.0
59216,3262,670 - 739,668.0
59217,59274,580 - 669,821894956.0
59219,14125,580 - 669,5.0
59226,44324,300 - 579,96.0
59229,6213,580 - 669,324273.0
59230,45351,740 - 799,92833943.0
59231,64649,670 - 739,962269.0
59249,35962,800 - 850,872285.0
59262,13640,740 - 799,7812766.0
59274,64117,300 - 579,74544.0
59275,26929,670 - 739,3.0
59279,63689,670 - 739,4.0
59283,39119,800 - 850,61642270.0
59299,30676,300 - 579,75837734.0
59310,54860,740 - 799,4030.0
59316,42942,580 - 669,93827491.0
59318,23981,740 - 799,864932413.0
59319,59835,740 - 799,60.0
59324,39291,800 - 850,49074687.0
59325,30202,800 - 850,936940233.0
59328,22233,670 - 739,777.0
59331,492,740 - 799,554564.0
59335,13530,580 - 669,119280.0
59337,35350,670 - 739,34964.0
59340,54857,580 - 669,544448530.0
59341,24970,300 - 579,1.0
59348,58522,800 - 850,3446103.0
59351,55563,740 - 799,666.0
59353,14294,670 - 739,189604.0
59354,29263,580 - 669,38611788.0
59355,51911,580 - 669,99.0
59356,8826,580 - 669,125248.0
59370,14137,740 - 799,151.0
59371,26185,300 - 579,293825884.0
59377,8903,580 - 669,22200545.0
59380,63951,580 - 669,35.0
59382,7417,300 - 579,7822.0
59391,15078,740 - 799,2456.0
59396,4785,300 - 579,46882022.0
59398,14097,740 - 799,87.0
59400,48571,800 - 850,95440.0
59403,58193,740 - 799,2322.0
59405,37736,740 - 799,4462234.0
59406,58570,670 - 739,1.0
59407,14289,580 - 669,650.0
59413,64880,800 - 850,63961155.0
59414,13436,580 - 669,347.0
59421,5835,300 - 579,261589.0
59422,16472,740 - 799,7383418.0
59428,63952,300 - 579,19.0
59433,15413,740 - 799,3487.0
59438,41379,670 - 739,69.0
59439,7069,300 - 579,887638273.0
59441,61936,670 - 739,923820129.0
59450,31939,300 - 579,23865103.0
59451,19888,670 - 739,4219.0
59452,26018,300 - 579,782.0
59455,1272,800 - 850,352.0
59462,49441,740 - 799,4.0
59463,60944,580 - 669,12.0
59469,11433,800 - 850,9883.0
59474,38472,740 - 799,94.0
59478,55858,580 - 669,57.0
59482,16721,740 - 799,483.0
59490,16313,800 - 850,830980.0
59493,54860,670 - 739,178399.0
59495,6400,740 - 799,289.0
59499,4424,670 - 739,9.0
59502,3615,580 - 669,5924973.0
59504,2622,580 - 669,5.0
59506,60666,300 - 579,274.0
59509,44952,740 - 799,273.0
59511,18977,670 - 739,2.0
59512,23092,740 - 799,20.0
59513,29028,670 - 739,9.0
59514,58430,300 - 579,965.0
59519,9901,740 - 799,84220382.0
59527,63882,580 - 669,387094.0
59537,6293,670 - 739,2.0
59540,32975,580 - 669,73244.0
59544,22032,670 - 739,19539.0
59545,64779,800 - 850,6847.0
59546,16048,300 - 579,89395097.0
59551,52001,740 - 799,36662.0
59552,46366,300 - 579,207.0
59553,48623,580 - 669,2.0
59558,49101,670 - 739,3.0
59559,27660,300 - 579,58247.0
59561,64038,300 - 579,8.0
59582,2904,740 - 799,384027942.0
59583,26519,300 - 579,131553.0
59586,53097,300 - 579,9280939.0
59587,48613,800 - 850,1233236.0
59588,23588,670 - 739,34500019.0
59589,38957,740 - 799,7.0
59590,33429,740 - 799,5462334.0
59591,42812,800 - 850,87820159.0
59605,1316,670 - 739,3367.0
59619,38201,800 - 850,76101034.0
59620,48591,300 - 579,3.0
59621,4795,300 - 579,630009975.0
59622,44677,300 - 579,178.0
59624,32082,740 - 799,413959.0
59628,45529,670 - 739,74.0
59629,45777,670 - 739,836873685.0
59631,60130,740 - 799,2168654.0
59632,27681,300 - 579,508.0
59634,54063,670 - 739,2760316.0
59635,11678,670 - 739,3047412.0
59639,10713,580 - 669,926130268.0
59642,40336,740 - 799,127147.0
59644,58393,300 - 579,98375609.0
59653,57487,580 - 669,880.0
59670,19478,300 - 579,988245391.0
59672,40573,300 - 579,6135772.0
59675,12563,800 - 850,36319.0
59682,25816,580 - 669,13428.0
59683,2687,740 - 799,937234.0
59686,30843,800 - 850,25042349.0
59689,22452,580 - 669,8640868.0
59691,28416,670 - 739,58.0
59692,22181,740 - 799,68717370.0
59695,13645,300 - 579,78.0
59696,37651,740 - 799,6454.0
59699,35695,670 - 739,3784487.0
59700,53843,300 - 579,3510.0
59702,42082,300 - 579,12.0
59706,47703,740 - 799,310701.0
59716,37801,580 - 669,9176014.0
59718,2061,300 - 579,72383517.0
59719,11916,580 - 669,954277.0
59723,19232,670 - 739,70793.0
59724,32087,800 - 850,377.0
59728,48835,300 - 579,4352.0
59733,17930,670 - 739,2036.0
59737,1570,300 - 579,527715.0
59738,48546,800 - 850,6229.0
59739,17069,740 - 799,47779229.0
59740,60179,740 - 799,36054251.0
59741,3529,800 - 850,3.0
59742,30716,670 - 739,8268429.0
59744,63639,800 - 850,116997.0
59746,30061,670 - 739,26514813.0
59748,16475,800 - 850,204354.0
59753,47097,800 - 850,87939.0
59754,33948,670 - 739,2378.0
59755,54889,740 - 799,690.0
59760,7194,740 - 799,181.0
59763,60719,740 - 799,690520.0
59765,42610,800 - 850,46645769.0
59766,32177,800 - 850,14968828.0
59767,32798,800 - 850,78.0
59777,1570,580 - 669,0.0
59783,17971,670 - 739,56.0
59785,35229,300 - 579,3.0
59787,22158,580 - 669,511189.0
59794,32818,740 - 799,33337.0
59796,41870,670 - 739,232273773.0
59798,51557,580 - 669,61.0
59808,21082,800 - 850,10941175.0
59810,9853,300 - 579,458.0
59814,9881,580 - 669,171.0
59820,39739,300 - 579,873377711.0
59821,58033,740 - 799,522.0
59827,4691,740 - 799,76901.0
59833,34358,300 - 579,535.0
59835,28358,580 - 669,77813.0
59840,47702,740 - 799,967.0
59845,2646,670 - 739,729504.0
59851,13478,670 - 739,66506107.0
59854,42383,800 - 850,99.0
59855,51636,580 - 669,806055.0
59856,10719,670 - 739,256789.0
59859,42867,800 - 850,62089.0
59867,14646,740 - 799,95255185.0
59870,61723,300 - 579,367044.0
59882,36248,800 - 850,9.0
59883,49383,670 - 739,6189492.0
59886,34045,670 - 739,239773992.0
59893,16612,800 - 850,32908.0
59897,34447,670 - 739,17158500.0
59899,9760,580 - 669,5.0
59903,27352,670 - 739,698855.0
59908,37296,300 - 579,671440.0
59911,57008,580 - 669,5255.0
59912,65046,300 - 579,3203925.0
